Rows,opt,L
Average,Inf,31.7712
1,Inf,31.4877
2,Inf,31.233
3,Inf,32.4047
4,Inf,31.6276
5,Inf,31.7853
6,Inf,31.6596
7,Inf,31.2635
8,Inf,32.1167
9,Inf,31.6017
10,Inf,31.4231
11,Inf,32.1838
12,Inf,31.6454
13,Inf,31.7297
14,Inf,31.3666
15,Inf,32.1901
16,Inf,32.0041
17,Inf,32.1683
18,Inf,32.1073
19,Inf,31.8996
20,Inf,31.721
21,Inf,31.9437
22,Inf,31.3947
23,Inf,31.7021
24,Inf,31.6029
25,Inf,31.9987
26,Inf,31.4276
27,Inf,31.5672
28,Inf,31.8438
29,Inf,31.6552
30,Inf,32.3813
