Rows,opt,L
Average,Inf,16.8739
1,Inf,16.5126
2,Inf,17.7254
3,Inf,16.7943
4,Inf,16.1042
5,Inf,17.4131
6,Inf,17.0635
7,Inf,16.3254
8,Inf,17.5145
9,Inf,17.0975
10,Inf,16.69
11,Inf,16.3561
12,Inf,17.4823
13,Inf,17.8731
14,Inf,15.9775
15,Inf,16.8054
16,Inf,18.0335
17,Inf,16.772
18,Inf,16.2779
19,Inf,17.4323
20,Inf,16.2158
21,Inf,17.9906
22,Inf,16.6962
23,Inf,16.6272
24,Inf,16.3446
25,Inf,16.774
26,Inf,16.7971
27,Inf,16.3533
28,Inf,16.713
29,Inf,16.6577
30,Inf,16.7982
