Rows,opt,L
Average,Inf,28.8423
1,Inf,29.0925
2,Inf,28.8229
3,Inf,28.8314
4,Inf,28.4978
5,Inf,28.6354
6,Inf,28.4657
7,Inf,28.594
8,Inf,29.0826
9,Inf,28.6361
10,Inf,28.8355
11,Inf,28.6524
12,Inf,28.7232
13,Inf,28.6521
14,Inf,28.7034
15,Inf,28.5079
16,Inf,29.2366
17,Inf,29.7869
18,Inf,28.6539
19,Inf,29.0173
20,Inf,28.9301
21,Inf,28.9701
22,Inf,28.8471
23,Inf,28.4833
24,Inf,28.4686
25,Inf,28.8303
26,Inf,28.9191
27,Inf,28.9419
28,Inf,29.2677
29,Inf,29.4716
30,Inf,28.712
