Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,11.6056,12.0778,12.5167,Inf,Inf,13.5609,13.4687,14.0972,17.146,23.1127
1,12,13,14,14.5,1074.59,14.8421,14.5044,15.2368,18.3988,23.5326
2,12.5,12.5,13.5,Inf,Inf,14.4978,14.018,14.0068,16.724,25.0918
3,12,12,12,14.5,1961.54,14.502,14.5024,14.5044,17.528,23.3338
4,11,11.6667,12,12.75,358.884,12.7551,12.7495,13.1477,15.818,21.291
5,9.5,10,10.5,11,558.535,11.007,10.9982,11.7573,14.3227,19.6782
6,13,13.6667,14.1667,Inf,Inf,15.2353,15.2389,15.6249,19.8213,25.1268
7,12.5,13,13,Inf,Inf,15.2204,15.2272,16.5144,20.0437,26.6388
8,11.5,12.5,13.5,Inf,Inf,14.5026,14.492,17.004,17.9042,25.2046
9,15,15,15,15.5,408.402,16,15.5,16.7542,21.7008,27.9664
10,11,11.6667,12.3333,Inf,Inf,15.0032,15.002,14.699,19.8023,24.8674
11,11.5,12.5,12.5,12.5,0.620856,12.5,12.5,13.003,15.4608,22.9254
12,6.5,7.5,8.5,9,0.326809,9.4946,9.0106,9.997,11.9104,13.871
13,11,11,11,11.5,44.5436,11.6778,11.511,12.2326,16.7922,20.802
14,10.5,10.5,10.5,11.6667,1504.66,12.8366,12.1764,12.1472,16.5738,20.6808
15,9.5,9.83333,10.1667,Inf,Inf,12.76,12.7302,13.5032,17.5802,22.9976
16,12,12.5,13,14.5,1621.46,14.4952,14.4962,16,19.1316,24.4214
17,10.5,10.5,10.5,10.5,2.70468,10.4848,10.4984,10.4992,13.0064,17.205
18,9.5,9.83333,10,10.25,1.17406,10.2608,10.3136,10.666,13.4946,17.954
19,12.5,14,15.5,Inf,Inf,15.9994,16.4932,18.0296,21.8846,28.9392
20,11.6667,11.6667,11.6667,12.6667,451.134,12.687,12.68,12.911,16.7431,21.2688
21,13,13,13,13,0.609084,13,13,14.5042,17.1621,21.1212
22,12,12.3333,12.6667,13.1667,85.6336,13.1692,13.163,13.2879,15.3083,23.5764
23,12,13.5,14,15,1808.63,15.0084,15.0116,15.0044,17.4696,26.1938
24,14,14,15,Inf,Inf,16.9966,16.9882,17.7446,21.2386,28.2556
25,11,11,11,11.5,195.782,11.7392,11.5993,11.6282,14.0035,19.6652
26,10.5,10.8333,11,11,4.79244,10.978,10.977,10.9994,13.9222,18.292
27,11,11,12,12.5,0.47161,12.4968,12.51,12.7423,16.4756,20.4816
28,11.5,11.5,11.5,11.5,0.167566,11.5,11.5,11.5,12.999,21.1644
29,15,16.3333,17,Inf,Inf,19.1715,18.9172,20.8701,22.0498,34.8818
30,13,14,15,Inf,Inf,16.005,15.7525,16.3955,19.1091,25.9514
