Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,2.81667,2.86111,2.87778,2.87778,0.0187033,2.8782,2.87811,2.88895,2.96176,4.11756
1,1,1,1,1,0.01096,1,1,1,1,1.18
2,1,1,1,1,0.006407,1,1,1,1,2.1664
3,2.5,2.5,2.5,2.5,0.019516,2.4958,2.4948,2.5008,2.501,3.7642
4,2.5,2.5,2.5,2.5,0.031691,2.5092,2.501,2.5054,2.6776,4.2336
5,4,4,4,4,0.009637,4,4,4,4,4.966
6,3,3,3,3,0.006302,3,3,3,3,5.8668
7,3,3,3,3,0.013637,3,3,3,3,4.0758
8,3,3,3,3,0.014804,2.9972,3.0036,3,3.4958,4.2946
9,2,2.5,3,3,0.013174,3,3,3.3396,3.3468,4.2484
10,3.5,3.5,3.5,3.5,0.019256,3.5,3.5,3.5,3.5,4.9856
11,3,3,3,3,0.033906,3,3,3,3.2559,4.7798
12,0.5,0.5,0.5,0.5,0.011006,0.5,0.5,0.5,0.5,0.5018
13,4,4,4,4,0.021283,4,4,4,4,6.315
14,3.5,3.5,3.5,3.5,0.023326,3.4856,3.5,3.5002,3.4988,4.1808
15,3.5,3.5,3.5,3.5,0.026805,3.496,3.5066,3.491,3.4904,4.4534
16,1,1,1,1,0.008835,1.0076,0.9982,0.9952,1.0132,1.0586
17,2,2,2,2,0.013036,2,2,2,2.3282,3.314
18,3.5,3.5,3.5,3.5,0.034519,3.5054,3.5012,3.5004,3.4946,5.5902
19,3,3,3,3,0.007628,2.9886,3.002,3.01,2.9992,3.4468
20,3.5,3.5,3.5,3.5,0.008943,3.5082,3.5052,3.4978,3.5088,3.9242
21,3,3,3,3,0.015888,2.9962,3.0078,3.004,2.9914,3.8934
22,4,4.33333,4.33333,4.33333,0.028788,4.3374,4.3238,4.3274,4.5124,6.1244
23,3,3,3,3,0.032612,3.0094,2.9986,3.0008,3.0004,3.502
24,4,4,4,4,0.057695,4,4,4,4.2475,6.3496
25,2,2,2,2,0.009472,2,2,2,2.4886,3.333
26,3.5,3.5,3.5,3.5,0.007582,3.5,3.5,3.5,3.5,5.7934
27,3,3,3,3,0.021253,3,3,3,3,3.5324
28,3,3,3,3,0.018668,3,3,3,3,4.7024
29,4,4,4,4,0.020969,4.0028,4.015,3.9962,4.0022,5.469
30,2,2.5,2.5,2.5,0.0135,2.5066,2.4854,2.4996,2.5,3.4812
