Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,8.81667,9.21111,9.50556,Inf,Inf,10.4042,10.3513,10.7599,12.4714,17.6948
1,7.5,8.16667,8.66667,10,120.86,9.9958,10.0018,10.7264,10.7145,17.113
2,9.5,10,10.5,10.75,17.1346,10.7523,10.7556,11.6282,15.9854,20.3394
3,8,8,8,8,0.590017,8,8,8,12,16.438
4,8.5,8.5,8.5,9,0.288518,9.5098,8.9884,9.4996,11.3806,17.5786
5,9,9.5,10,10.75,871.233,11.2456,11.2517,12.2844,14.8957,19.537
6,11,13,13.6667,Inf,Inf,14.9992,15.0724,15.7398,16.2962,23.87
7,9,9.66667,10,10,0.454382,10,9.9926,9.995,12.5628,14.2636
8,11,11,11,12,5.00998,11.9962,12.0004,11.9932,12.6524,19.3346
9,10,10,10,Inf,Inf,12.2488,12.506,13.247,15.0177,22.4616
10,7,7,9,9.58333,2040.97,9.71153,9.70597,11.6521,11.0784,18.5952
11,10,11,12,Inf,Inf,13.7596,12.6277,13.3043,15.3184,23.4964
12,10,10.5,11,11,0.637837,10.9992,10.9944,10.994,12.425,18.2024
13,8,8.33333,8.33333,8.58333,880.113,8.5772,8.5838,8.5616,10.4074,14.0202
14,9.5,10.5,10.5,Inf,Inf,12.902,12.9376,14.572,15.2723,22.9006
15,10,10,10,11,12.2036,11,11,11.4984,13.9294,20.4806
16,6.5,6.5,6.5,7.5,1.19252,7.5028,7.493,7.5042,9.387,12.528
17,6.5,6.5,7,8.25,19.7678,8.2512,8.2681,8.4852,9.0442,12.2214
18,8,8.5,9,11,1973.92,11.0012,10.9922,11.0004,11.6872,15.688
19,9.5,9.5,9.5,9.5,0.438294,9.5126,9.4928,9.4934,10.2568,15.0762
20,8.5,8.5,8.5,9.25,0.789558,9.7432,10.0122,9.9978,12.7468,17.307
21,9,9,9,9,1.20133,9,9,9,11.4908,15.5656
22,12,13,13,13,6.22289,13.0766,13.1692,13.4346,15.183,22.734
23,8.5,8.5,8.83333,9.5,0.311586,10.0068,9.4968,9.4928,11.8626,15.0344
24,9,9.33333,9.5,Inf,Inf,10.833,10.9124,12.1754,13.3006,19.8972
25,10,10.5,11,Inf,Inf,13,13,13.759,17.0442,22.7156
26,8.5,9.5,9.5,10.5,286.204,10.5134,10.5058,10.5048,12.856,18.5698
27,7,7,7,7,0.058707,6.9974,7.012,7.008,7.411,11.1142
28,5.5,5.5,5.5,5.5,0.189442,5.5006,5.5224,5.499,6.5004,9.3814
29,11,12.3333,13.1667,Inf,Inf,14.5002,14.2448,14.7556,16.713,23.048
30,7,7,7,7,0.193083,6.991,6.9978,6.9906,8.723,11.3322
