Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,15.6,16.3944,16.7806,Inf,Inf,19.2774,19.5087,20.854,25.8941,34.6644
1,20,23,23,Inf,Inf,26.6454,27.8226,28.1087,34.1633,48.541
2,12,12.5,13,Inf,Inf,16.0054,15.7479,16.8766,22.6152,29.0512
3,16.5,18.1667,18.3333,Inf,Inf,19.8019,19.4344,22.0478,25.6211,35.6068
4,17,18,18.5,Inf,Inf,21.2368,21.0135,21.3275,30.9843,39.7338
5,12.5,12.5,13.1667,Inf,Inf,14.7818,14.4968,15.0779,20.7646,25.5928
6,17,19.3333,19.6667,Inf,Inf,22.2028,23.1976,25.517,29.5324,38.6292
7,14.5,14.5,14.5,Inf,Inf,15.342,15.0751,15.8944,22.0904,26.6688
8,14,14,14.25,Inf,Inf,18.1578,17.4444,17.4366,21.2576,28.6448
9,17.5,19.5,20.5,Inf,Inf,25.2066,25.3714,29.5962,31.5753,44.7972
10,15,15,15,16,8.8664,16.0088,15.9944,17.137,20.7578,29.0202
11,14,14.3333,14.5,Inf,Inf,19.8998,20.384,22.8098,24.629,36.674
12,17.5,17.5,17.5,Inf,Inf,19.4938,19.4572,19.747,26.1092,32.998
13,12.5,13.5,13.5,Inf,Inf,15.2566,14.987,15.4956,19.3299,25.5836
14,15.5,16.5,17,Inf,Inf,19.4204,19.4216,19.0178,22.9815,32.8644
15,11.5,11.5,11.5,13.5,448.631,13.5036,13.4906,13.5182,16.6411,22.5634
16,14,14,14,14.75,110.983,15.012,14.7392,15.5426,22.0398,28.922
17,12,12,12.5,Inf,Inf,17,16.252,18.208,20.8848,28.68
18,18,20,20,Inf,Inf,24.331,28.7518,31.3104,34.4612,46.2412
19,18,19,19,Inf,Inf,21.2832,23.6873,25.5066,31.2083,45.007
20,13,13,13,Inf,Inf,15.7541,15.7507,15.9936,20.6629,31.3382
21,15,16,16.5,Inf,Inf,17.9966,17.8552,20.3106,25.69,30.6786
22,18,18.5,19,Inf,Inf,22.047,22.6006,24.4915,34.4384,42.6372
23,17.5,17.5,18.5,Inf,Inf,20.673,20.5077,23.3304,27.8398,33.047
24,16,16,19,Inf,Inf,22.4872,21.5932,24.0856,25.7586,39.9924
25,15,16,17,Inf,Inf,19,19.2448,20.5004,26.8499,36.4704
26,13,13,13,13.1667,3.50457,13.1653,13.1657,13.1708,17.4818,21.604
27,16.5,18,19,Inf,Inf,22.0004,21.9884,26.0026,30.1176,40.4224
28,20.5,23.5,23.5,Inf,Inf,26.7854,28.2471,29.6222,34.5975,45.7266
29,14.5,14.5,14.5,14.5,2668.39,14.4892,14.479,14.5172,19.6,27.1526
30,20,21,21,Inf,Inf,23.3344,23.061,23.4208,36.14,45.0442
