Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,3.96667,4.06111,4.1,4.16389,0.0438502,4.17255,4.17299,4.20477,4.65437,6.46621
1,4.5,4.5,4.5,4.5,0.048708,4.4998,4.5064,4.5028,4.9988,6.2704
2,3.5,3.5,3.5,3.5,0.045851,3.505,3.4862,3.5036,4.5014,6.3524
3,5,5.5,6,6,0.042057,6,6,6,6,8.468
4,5,5,5,5,0.048212,5,5,5,5.6228,7.1438
5,5,5,5,5,0.07403,5,5,5,5,7.143
6,4,4,4,4,0.027277,4,4,4,6,7.048
7,2,2,2,2,0.039488,2,2,2,2,3.2638
8,3.5,3.5,3.5,4,0.068259,4.008,3.9948,4.008,4.8902,6.5628
9,4,5,5,5,0.027479,5.0026,5.0094,4.9926,5.0062,6.195
10,3.5,3.5,3.5,3.5,0.028269,3.5016,3.5032,3.5012,3.4872,5.7058
11,4,4,4,4,0.038564,4,4,4,4.4898,5.7306
12,4.5,4.5,4.5,4.5,0.048554,4.5,4.5,4.5,4.8282,6.7246
13,3,3.33333,3.5,3.58333,0.063927,3.5876,3.5776,3.5872,3.7684,6.398
14,3.5,3.5,3.5,3.75,0.043595,3.7502,3.7531,3.7316,3.8305,6.2066
15,2.5,2.5,2.5,2.5,0.020794,2.5,2.5,2.5,2.5,4.3234
16,5,5,5,5,0.079766,4.9966,4.9996,4.9918,4.9898,6.7248
17,5,5,5,5,0.042201,5,5,5,5.7546,8.0824
18,4,4,4,4.5,0.019057,4.7487,4.748,4.7592,5.2514,7.9698
19,3.5,3.5,3.5,3.5,0.024563,3.5036,3.5038,3.498,3.9868,5.1926
20,4,4,4,4,0.049209,3.9904,4.0074,3.9938,4.6384,6.6574
21,4,4,4,4,0.057151,4,4,4,4.511,7.4248
22,4,4,4,4,0.02789,4,4,5,5,6.6156
23,4,4,4,4,0.031254,4,4,4,4,6.2962
24,4.5,4.5,5,5,0.040238,4.9834,4.9836,5.0068,5.006,7.5526
25,3,3,3,3.5,0.048105,3.5002,3.5072,3.4994,4,5.3234
26,4,4.5,4.5,4.5,0.061389,4.503,4.5096,4.4974,5.7538,7.6206
27,5,5,5,5,0.020095,5,5,5,6,7.3964
28,4,4,4,4.08333,0.080015,4.0819,4.084,4.083,4.3324,7.5322
29,3,3.5,3.5,3.5,0.042703,3.5092,3.5068,3.484,3.9914,4.5318
30,4.5,4.5,4.5,4.5,0.026807,4.5046,4.509,4.5028,5.492,5.5296
