Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,14.4556,14.8778,15.1556,Inf,Inf,16.1256,16.1888,16.6883,21.0634,29.0333
1,11,11,11,11.5,2.56589,11.496,11.5048,11.4956,13.6586,18.5192
2,14.5,15,15.5,Inf,Inf,17.2432,17.2561,19.3079,21.7824,32.8842
3,14,15,15.5,Inf,Inf,17,17,18.7558,23.4654,29.7002
4,19.5,20.5,20.5,Inf,Inf,20.9998,21.0066,22.9916,27.5849,40.3966
5,12,12,12,12.3333,11.7317,12.4942,12.8374,12.985,16.0814,23.8206
6,11,11.5,12,12,11.869,11.9976,12.0022,12.2466,16.936,20.1996
7,14,14,14,Inf,Inf,14.2546,14.2462,14.2498,20.2476,27.9384
8,12.5,13.5,13.8333,Inf,Inf,16.8856,17.8226,17.6338,22.5725,30.58
9,12,12,12,12.75,5.18841,12.914,12.9118,13.2618,17.6136,22.7446
10,14.5,14.5,14.5,14.5,3.23658,14.4936,14.5142,14.4994,18.5044,21.8102
11,15,16,16.5,Inf,Inf,17,17,17.0636,21.5414,31.764
12,15,16,17,Inf,Inf,19,18.9374,19.2508,22.7521,37.517
13,8.5,8.5,8.5,8.5,0.56969,8.5062,8.4972,8.4946,9.9614,15.1564
14,15.5,15.5,15.5,Inf,Inf,16.5092,16.5046,16.7492,23.1655,30.1706
15,12.5,13.8333,14.5,Inf,Inf,15.836,15.915,15.829,18.4039,28.099
16,11.5,11.8333,12,13,9.14356,12.9956,13.0048,12.9874,15.4844,24.74
17,14,14,14,15,23.6847,15.3826,15.2528,16.5,21.7726,27.545
18,15.5,16.1667,16.3333,Inf,Inf,16.9936,17.1818,17.5128,23.7515,32.1038
19,17,17,17,Inf,Inf,17.4878,17.501,17.5154,29.9378,33.1724
20,17.5,17.5,19.5,Inf,Inf,21.4154,21.5152,23.0124,24.2069,32.6924
21,16.6667,17.6667,18,Inf,Inf,19.9217,19.665,19.6578,21.5869,30.8338
22,17.5,17.5,18,18.5,2456.41,18.4798,18.4984,18.4874,23.4931,32.26
23,15.5,16.5,17,Inf,Inf,17.105,17.0856,17.7181,22.8162,33.5774
24,17,17,17,17,4.5084,17,17,17,22.9083,29.0022
25,15,15,15,Inf,Inf,15.329,15.6488,16.3816,24.4713,33.358
26,15,15.5,16,Inf,Inf,19.7137,20.1666,22.6371,25.732,36.524
27,15,15,15,15.1667,15.4264,15.317,15.1796,15.1668,17.4546,24.2128
28,11,12,12,12.5,12.4127,12.4898,12.494,13.7678,14.9906,22.1864
29,17,17.5,17.5,Inf,Inf,19,19,19,23.0552,33.6452
30,17,17.3333,17.5,Inf,Inf,18.5066,18.5136,18.4906,25.9696,33.8464
