Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,4.69444,4.97222,5.09444,5.58009,0.115763,5.68575,5.6416,5.74962,6.49508,8.21933
1,3.5,4,4,4.33333,0.080401,4.4938,4.5104,4.4988,5.076,7.251
2,6.5,7,7.5,8,0.063417,8.0126,7.9936,7.995,9.5697,11.9478
3,5.5,5.5,5.5,5.66667,0.067296,5.7586,5.6589,5.6584,6.6144,8.2702
4,6,6,6,7.75,0.451953,8.5751,8.5776,8.7573,9.4639,12.417
5,2,2,2,3,0.02268,3,3,3,3,4.022
6,4.16667,4.5,4.66667,4.66667,0.022061,4.66347,4.66767,4.66667,4.66887,6.3512
7,5,6,6.16667,6.16667,0.059237,6.1664,6.1682,6.1488,6.2617,8.8498
8,7,7.33333,7.33333,8.75,0.41473,8.9926,8.9818,9.0156,10.6847,12.3028
9,4.5,4.5,4.5,4.75,0.049008,4.756,4.7436,4.748,5.5826,7.0786
10,5,5,5.66667,6,0.140747,5.9886,5.9876,6.4836,7.1284,8.4938
11,5,5,5,5.91667,0.239925,5.9993,6.0158,6.0098,7.5796,8.6916
12,4,4.5,5,5.16667,0.06976,5.254,5.2456,5.2481,6.7654,7.9606
13,6.16667,7.16667,7.66667,7.66667,0.042485,7.7434,7.7362,7.6658,7.7568,10.388
14,4.5,4.5,4.66667,5.5,0.029792,5.517,5.491,5.5094,5.4886,8.4746
15,2,2,2,2,0.010043,2,2,2,2,2.1986
16,3.5,3.5,3.5,4,0.01825,4.0114,3.9808,3.9978,4.5032,5.723
17,5,5.5,6,6,0.14345,6,6,6.2041,7.3011,9.6162
18,5.5,6.16667,6.16667,6.66667,0.129932,6.7308,6.6668,6.6702,7.3264,9.983
19,3,3,3,3.25,0.034783,3.261,3.256,3.2498,3.502,5.0058
20,4.5,5.16667,5.5,5.625,0.208294,5.6339,5.6188,6.4174,6.4529,8.6912
21,5,5.33333,5.5,6.33333,0.359534,6.4927,6.3054,6.3314,7.3428,9.1526
22,5,5,5,5,0.07285,4.9884,5.0016,5.0012,7.7126,7.8746
23,5,5,5,5.25,0.042584,5.2464,5.2455,5.4099,6.7618,7.8812
24,4.5,4.5,4.5,4.83333,0.062068,4.9824,4.95553,4.9734,7.044,7.9304
25,5,5,5,6.11111,0.209391,6.3139,6.4472,6.6806,7.2603,8.426
26,6,7,7,7.5,0.051753,7.5,7.5,8.16667,8.3874,11.9688
27,5.5,5.5,5.5,7,0.113281,7.0074,7.0036,6.9934,7.988,10.1032
28,5,6,6,7,0.197233,8,7,7.5,7.5,10.1008
29,5.5,5.5,5.5,5.5,0.040825,5.4998,5.4934,5.497,6.1294,7.1684
30,2,2,2,2,0.025114,1.9836,1.9954,1.9904,1.9998,2.2572
