Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,5.37222,5.56667,5.68333,5.91111,2.89937,5.9657,5.94053,6.00508,7.20634,9.55311
1,6,6,6,6.25,0.090575,6.4634,6.2586,6.4416,7.3956,9.5418
2,7,7,7,7,0.096047,7,7,7,7.743,11.3088
3,6,6,6,6,0.047503,6.0012,5.9736,6.0144,6.6614,8.2086
4,5,5,5,5,0.054408,5,5,5,7.4888,8.2256
5,6,6,6,6.25,0.203195,6.249,6.2541,6.3339,7.7498,10.9192
6,2,2,2,2,0.015119,2,2,2,2,2.853
7,6,6,7,7.75,0.14514,8.1228,7.8783,7.749,9.8831,12.7318
8,3,3,3,3.5,0.050287,3.5028,3.5024,3.5064,3.499,5.8094
9,5,5,5,5,0.035986,5,5,5,6.4165,8.5362
10,8,8,8,8.33333,0.271344,8.4144,8.4123,8.502,10.6684,14.5298
11,5.5,5.83333,6,6,0.095216,6,6.0016,6.0054,7.0835,9.8156
12,8,8,8,8,0.174199,7.9972,7.9984,8.0034,10.3396,13.4384
13,5.5,5.5,5.5,6.5,0.058623,6.5,6.5,6.8236,8.5,12.1504
14,6,6.5,6.5,6.5,0.040562,6.5116,6.5142,6.5076,6.7468,8.8136
15,5.5,5.5,5.5,5.5,0.035501,5.495,5.504,5.4984,7.9924,8.9426
16,4.5,5,5.5,5.5,0.089219,6.0034,5.512,5.4928,6.2974,8.6998
17,5.5,5.5,5.5,6.13889,0.288338,6.14753,6.14017,6.19413,7.0651,9.9692
18,7.5,7.5,7.5,7.5,0.091142,7.4976,7.502,7.4926,10.1712,12.3642
19,5.5,5.5,6.5,7,0.378007,7.015,7.2531,7.2525,7.9751,10.8126
20,6,6,6,6,0.043852,5.9984,5.9974,6.0122,7.1091,9.5286
21,5.5,5.83333,6,7,0.875886,6.9894,7.3976,7.5479,8.4537,11.781
22,4.5,5.16667,5.5,5.5,0.092645,5.8518,5.5098,5.9946,6.836,9.235
23,5,5,5,5,0.102441,5,5,5,7.2202,7.8142
24,4.5,5.5,5.5,5.5,0.021935,5.4916,5.5036,5.5024,6.4968,9.195
25,4,4,4,4,0.034659,4.0094,3.9994,3.997,3.9972,6.3166
26,6,7,7.33333,8.44444,83.1023,8.4108,8.4529,8.872,9.7374,13.6004
27,3.66667,4.66667,4.66667,4.66667,0.033774,4.6648,4.6624,4.6724,4.8436,6.6988
28,4.5,4.5,4.5,4.5,0.155229,4.5164,4.4944,4.4988,6.6774,6.4252
29,5,5.5,5.5,6,0.177767,6.1204,6,6.2475,7.3833,11.2124
30,5,5,5,5,0.080091,4.9972,4.9936,4.99,5.7588,7.1154
