Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,4.60556,4.87778,5.00556,5.32269,0.168557,5.39514,5.37833,5.57108,6.16821,7.99887
1,5,5,5,5,0.020053,5.0084,5.0016,5.008,4.9906,7.0356
2,5.5,5.5,5.5,5.5,0.032869,5.4974,5.4944,5.5026,7.0024,7.1394
3,5.5,6.16667,6.16667,6.75,0.153455,6.9118,6.7467,6.7471,8.1637,9.9192
4,4,4.33333,4.5,4.75,0.023526,4.8381,4.839,5.0096,5.7645,7.3236
5,5.5,5.5,5.5,6,0.105004,5.9988,5.9942,6.0072,6.0098,9.117
6,5.5,5.5,5.5,5.5,0.030355,5.4864,5.496,5.4882,6.4248,8.136
7,3,3.33333,3.83333,4,0.034359,3.9824,3.986,4.0042,4.1706,5.1388
8,5,5.5,6,6.47222,0.325094,6.5296,6.502,6.957,7.8135,9.595
9,5,5,5,5,0.05448,5,5,5,6.7957,8.2256
10,5.5,5.5,5.5,5.5,0.092523,5.5,5.5,5.5,6.602,7.7484
11,4.5,4.5,4.5,5.16667,0.083249,5.506,5.1698,5.157,5.6638,6.987
12,2.5,2.5,2.5,2.91667,0.052727,2.9209,2.9084,2.9176,3.4935,4.1692
13,5,5,5,5.75,0.117246,6.1538,6.1392,6.5909,6.752,10.069
14,5,5,5,5,0.021359,5,5,5,6.3586,7.8828
15,4.5,4.5,4.5,5,0.019852,4.9864,5.4982,5.5,5.7616,7.2734
16,2.5,2.5,2.5,3.5,0.040848,3.496,3.4918,3.4952,3.5923,4.969
17,3,3.5,4,4.25,0.105315,4.5,4.2531,4.5,4.2506,7.0828
18,4,4.33333,4.5,4.5,0.054632,4.5074,4.5072,4.4896,5.6492,7.1308
19,4.5,5.5,5.5,5.5,0.01707,5.5136,5.4844,5.4956,6.5068,8.4418
20,5,5,5,5,0.050258,5.0018,5.0042,5.0062,6.3268,6.9788
21,5.16667,5.83333,6.16667,6.16667,0.068943,6.3202,6.1646,6.188,6.508,7.6442
22,5.5,5.5,5.5,6.5,0.105844,6.5,6.5,6.9984,6.5,9.8502
23,5,5.33333,5.5,5.66667,0.051449,5.668,5.666,5.6674,6.5058,8.4824
24,5.5,6.16667,6.33333,6.75,0.159514,6.7492,6.8378,7.341,8.129,10.6012
25,5,5.5,6,6.5,0.278313,6.81757,6.8027,6.9581,7.4198,10.2432
26,4.5,5.5,6,6.25,0.205425,6.2495,6.2497,7.4844,7.251,10.1854
27,5,5,5,5,0.244944,5.0056,5.0064,5.0062,5.9868,7.4952
28,3.5,3.5,3.5,3.83333,0.070697,3.833,3.8342,3.8304,4.6752,5.929
29,5.5,6.5,6.66667,7.70833,2.32927,8.1254,7.8507,9.1852,8.0365,12.0228
30,3.5,3.83333,4,4.25,0.108042,4.2468,4.4216,5.0972,5.9414,7.1494
