Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,9.71667,10.2444,10.55,Inf,Inf,11.7541,11.7085,12.2963,14.921,19.6529
1,11.5,12.5,12.5,13,1984.24,13.0022,13.502,13.502,15.0891,21.9602
2,8.5,9,9.5,11.5,619.003,11.7534,11.7418,13.7373,15.2147,18.9916
3,11.5,12.5,12.5,Inf,Inf,15.1739,14.9577,18.1067,19.1961,25.8648
4,10,10.5,11,Inf,Inf,12,11.8734,11.8759,17.809,21.9636
5,10.5,12.1667,12.3333,12.3333,495.237,12.5786,13.0022,13.1288,15.2027,20.9324
6,10.5,10.5,10.5,Inf,Inf,13.644,13.1652,13.2891,14.3413,21.3602
7,10.5,10.5,10.5,11.75,115.09,11.7516,12.5032,12.4926,15.2498,20.2612
8,8.5,8.5,8.5,9,0.060704,9.7735,9.0026,8.9976,10.5786,14.138
9,12.5,13.5,15.5,15.5,2817.99,16.9862,15.5042,16.9906,19.1864,27.749
10,10,11,11,12.5,1268.89,12.4964,12.5014,14.0064,17.8184,21.7308
11,12,12.6667,13,13,7.85787,12.9944,13.007,14.763,18.1418,22.728
12,8.5,9,9.5,10.5,57.0532,10.492,10.5014,10.5116,13.6916,18.2022
13,11,11.6667,11.6667,13,559.408,13.5164,13.5824,14.6682,15.9408,20.9144
14,7,7.33333,7.66667,9,49.8696,9,9,9.6712,10.0868,14.071
15,12,12.3333,12.3333,12.3333,8.76256,12.3362,12.3332,12.511,13.7516,19.899
16,9.5,10.1667,10.1667,10.6667,4.43987,10.6588,10.6686,10.8222,12.6276,18.4928
17,11.5,11.5,12.8333,Inf,Inf,15.0082,14.9938,17.1203,19.4816,26.0838
18,9,10,10.6667,Inf,Inf,14,14.2566,16.1658,19.4542,25.2652
19,8.5,10.5,10.5,10.5,0.217397,10.5,10.5,10.5,13.829,17.5422
20,9.5,10.5,11.5,12.5,77.4798,12.5072,12.4856,12.964,17.4579,20.4294
21,9,9,9.5,10.3333,6.34796,10.3102,10.3382,10.319,13.3364,16.7236
22,10.5,10.5,10.5,10.5,49.0753,10.5,10.5,10.5,17.0639,19.0854
23,9.5,9.5,9.5,10.125,0.518931,10.1251,10.1186,10.3804,12.7388,16.685
24,9.5,9.5,9.83333,10.5,0.544579,10.499,10.5088,10.497,15.2636,17.0084
25,9.5,9.5,10.5,12.25,112.306,12.859,12.6771,12.5074,14.7758,20.8686
26,6,6,6,7.7037,1.56561,7.7174,7.6956,8.0505,9.5107,11.5608
27,6,6,6,8,0.37472,8,8,8.4886,10.3344,12.7786
28,8.5,9.5,9.5,9.5,0.160316,9.5026,9.4986,9.4908,11.55,15.6076
29,10.5,11.5,11.5,Inf,Inf,12.4316,12.166,12.1631,15.9278,23.255
30,10,10,10,10.4167,1.73534,10.5044,10.671,10.6686,12.9804,17.435
