Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,7.61667,7.85,7.98333,8.29444,10.0429,8.3251,8.34704,8.43483,9.75853,13.2583
1,7,8.5,8.5,9,11.3773,9,9,10.5666,10.302,15.6876
2,7,7,7,8,0.178887,8,8,8,9.2572,12.1564
3,5,5,5,5,0.025014,5.0038,4.9912,4.9902,6.502,5.892
4,6.5,6.5,6.5,6.83333,0.478951,6.8316,6.8294,6.8286,8.7836,12.526
5,8,8,8,8,0.231148,8,8,8,9.4338,15.7386
6,8.5,9.5,9.5,9.5,0.690689,9.5128,9.5036,9.5044,9.9997,14.3828
7,10,10,10,10.5,4.20825,10.4972,10.5016,10.5012,11.3718,16.3988
8,9,9.5,10,10,0.57396,10,10,10.252,12.4546,15.9856
9,8,8,8,8,0.092246,8,8,8,9,12.044
10,7,7,7,7,0.896214,7.0044,7.007,7.0084,9.0034,11.2962
11,6.5,6.5,6.5,6.5,0.149002,6.5062,6.4978,6.5112,6.7504,10.4466
12,7.5,7.5,7.5,7.5,0.132066,7.5072,7.5034,7.5034,8.4822,11.7114
13,7.5,7.5,9.5,10.8333,35.8408,10.8272,10.83,10.849,11.4168,15.9064
14,6.5,6.5,6.5,6.5,0.051236,6.4978,6.5022,6.4936,7.2578,10.3234
15,10,10,10,10,0.213605,10,10,10,14.3258,15.6386
16,7.5,8,8,8.5,0.677293,8.5068,8.5142,8.5136,10.7388,15.3308
17,4,4,4,5,0.153748,5,5,5,5,6.6122
18,8,8,8,8,0.101695,8,8,8,8,14.8506
19,11.5,12,12,12,1.24146,11.9872,11.9944,12.0048,14.6154,17.3308
20,4,4,4,4,0.056255,4,4,4,4.5116,7.3264
21,9.5,9.5,9.5,9.5,0.886411,9.5,9.5,9.5,12.0058,12.8154
22,5.5,5.5,5.5,6,0.065617,6.0084,5.9958,6.0018,8.7984,11.2138
23,8,8,8,8,0.374217,7.9918,7.9976,7.993,10.2764,11.7758
24,10,11,11,12.1667,215.064,12.5086,12.5108,14.024,13.2519,20.2608
25,7.5,7.5,7.5,8.25,0.595435,8.8314,8.9865,8.2517,10.7432,14.831
26,9,9.5,10,10.75,25.8803,10.7455,10.7516,10.7563,12.6214,17.3304
27,5.5,5.5,5.5,5.5,0.11115,5.4966,5.4846,5.5084,5.9874,8.7052
28,5.5,6,6.5,7.5,0.528079,7.4928,7.503,7.497,7.6098,11.5346
29,10,10.5,11,11,0.151828,11,11,11,13,18.2978
30,9,9.5,9.5,9.5,0.260362,9.4956,10.0064,9.9858,11.2548,13.3988
