Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,3.53889,3.61111,3.62778,3.675,0.0383932,3.69355,3.67758,3.68215,4.11169,5.58848
1,6,6,6,6.25,0.170556,6.2448,6.251,6.2468,7.1638,9.7662
2,4,4,4,4,0.124789,3.9778,4.0032,4.0038,4.9838,5.8922
3,4.5,5,5.5,5.5,0.075811,5.5102,5.512,5.5004,5.502,7.8706
4,3.5,3.5,3.5,3.5,0.020183,3.4884,3.4968,3.508,3.9992,4.7752
5,2,2,2,2,0.012119,2,2,2,2,2.618
6,1,1,1,1,0.016917,1,1,1,1,2.202
7,3,4,4,4,0.015883,4,4,4,6,6.4602
8,2.5,2.83333,2.83333,2.91667,0.040166,2.9059,2.905,2.9156,2.9178,4.0636
9,6,6,6,6,0.027999,6,6,6,6.127,9.584
10,5,5,5,5.25,0.048782,5.2504,5.2519,5.2446,7.2469,8.4822
11,5.5,5.5,5.5,6,0.01912,6.5,6,6,6.5,8.7406
12,2,2,2,2,0.013165,2,2,2,2,3.0638
13,5,5,5,5,0.024137,5,5,5,5.2412,6.9028
14,3.66667,3.66667,3.66667,3.66667,0.025405,3.673,3.678,3.6674,3.6616,4.2964
15,4,4,4,4,0.019074,4,4,4,4.5142,6.8678
16,3.5,3.5,3.5,3.5,0.02566,3.501,3.4934,3.4954,3.5036,5.062
17,3,3,3,3,0.057736,3,3,3,4.4872,4.5634
18,5.5,5.5,5.5,5.75,0.060128,5.7513,5.7488,5.741,6.3291,9.5302
19,2,2,2,2,0.007956,2,2,2,2.5044,3.3404
20,4.5,4.5,4.5,4.58333,0.07881,4.6636,4.6666,4.6644,5.3401,7.6152
21,5,5,5,5,0.021989,5,5,5,5.491,8.4868
22,3.5,3.5,3.5,3.5,0.013964,3.5042,3.5064,3.4974,3.507,4.5636
23,3.5,3.83333,3.83333,3.83333,0.038698,3.822,3.8264,3.9902,3.8358,5.488
24,2,2,2,2,0.013406,2,2,2,2,2.2458
25,2.5,2.5,2.5,2.5,0.021419,2.5046,2.4974,2.4972,2.4956,3.6786
26,2.5,2.5,2.5,2.5,0.032917,2.5088,2.4912,2.4952,2.9918,4.4694
27,2,2,2,2,0.016276,2,2,2,2,2.6234
28,2.5,2.5,2.5,2.5,0.02224,2.5006,2.4912,2.4978,2.506,4.1636
29,3.5,3.5,3.5,3.5,0.064351,3.5,3.508,3.4992,4.5016,6.407
30,3,3,3,3,0.022139,3,3,3,3,3.8314
