Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,8.28333,8.85,9.15556,Inf,Inf,10.3871,10.3801,10.799,12.8456,16.4287
1,9.5,9.5,9.5,11.25,393.12,11.6289,11.2568,11.7455,13.2457,18.306
2,8,8,8,9.25,0.112467,9.7724,9.4838,9.506,10.6666,13.832
3,8.5,10,10,10.25,3023.44,10.8364,10.8238,11.5102,13.2168,18.4226
4,11.5,14,16,Inf,Inf,17.1954,17.7572,18.5436,20.9058,27.442
5,5,5,5,5,0.376916,5,5,5,7.512,10.0764
6,7.5,7.5,8.16667,8.41667,1.53582,8.4469,8.4276,8.4278,11.0663,14.129
7,9.5,10.5,11.5,Inf,Inf,14.2241,14.3983,16.3285,15.7973,21.3172
8,11,13,13,Inf,Inf,15.7963,16.639,18.485,19.8664,26.0418
9,6.5,6.5,6.5,6.5,0.065831,6.5034,6.5084,6.5258,8.2911,11.348
10,8,8.5,8.5,8.5,0.169494,8.7646,8.7606,9.009,11.6566,13.7476
11,6.5,6.5,6.5,7.5,0.239929,7.4876,7.5048,7.49,7.93,10.4778
12,8.5,8.5,8.5,8.66667,0.080704,8.654,8.6596,8.6576,17.2516,16.0804
13,8.5,8.5,8.5,8.5,0.235625,8.504,8.5034,8.5032,13.1395,15.9728
14,8,8.5,9,10.5,127.405,11.9984,12.0226,13.12,13.6689,18.073
15,11,12,12,12,1.51587,12,12,12,14.709,19.171
16,11,13,13,Inf,Inf,14.52,14.5126,15.7162,18.4495,24.6868
17,9,9,9,10.3333,17.5537,10.3347,10.3384,10.8356,12.0621,17.5908
18,8.5,9.5,10.5,13,186.634,14.1636,14.181,15.0562,15.39,19.8406
19,6.5,6.5,7.5,8.66667,5.00126,8.8238,8.6756,9.3406,10.758,14.3484
20,7.5,7.5,7.5,8.5,0.111558,8.4914,8.4954,8.5014,10.597,11.8306
21,10,10,10,11.25,6.88912,11.4878,11.2376,11.747,13.5031,19.931
22,8,10,11.5,Inf,Inf,13.2572,13,14,15.6433,19.94
23,8,8,8,9.75,2.00502,10.4083,9.7597,9.7535,12.6453,16.8328
24,7,8.5,9,9.83333,44.2879,9.9875,9.8822,10.0646,12.3965,13.9246
25,9,9,9,9.33333,0.344781,9.4834,9.509,9.6316,10.9936,14.0698
26,7,7,7,7.44444,0.19525,7.543,7.496,7.4056,9.5332,9.4316
27,7.5,8,8.5,9,3.5367,9.7286,8.995,8.9708,11.0562,13.5094
28,6.5,7.5,7.5,9.20833,5.54944,9.34173,10.3206,10.5885,12.0884,16.1838
29,9,9,9.5,10.75,9.74052,10.7422,10.7432,11.008,13.9898,16.3688
30,6.5,6.5,6.5,6.5,0.040939,6.4868,6.5104,6.4982,7.338,9.9346
