Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,19.55,20.2444,20.6556,Inf,Inf,23.3317,23.2011,24.4585,32.111,44.0728
1,16,16,17,Inf,Inf,22.9413,22.8416,24.8912,27.5983,44.6524
2,21,21.6667,22.1667,Inf,Inf,26.6188,26.7504,28.7786,38.7052,51.637
3,19.5,19.5,20.5,Inf,Inf,24.5008,24.0078,29.934,34.0663,48.6238
4,23.5,23.5,23.5,Inf,Inf,26.0024,27.5008,28.0242,35.1492,54.3502
5,14,14.6667,15.3333,Inf,Inf,18.749,18.7548,19,24.641,31.3048
6,19.5,21,21.5,Inf,Inf,25.5246,23.0137,23.7103,31.0547,45.001
7,14.5,17.5,17.5,Inf,Inf,18.4966,18.516,20.6812,25.9846,36.6258
8,20.5,21,21.5,Inf,Inf,25.9902,25.6593,28.161,34.22,50.1378
9,21,23,23.5,Inf,Inf,25.7466,25.8933,26.2448,35.5649,47.4992
10,19.5,19.5,20,Inf,Inf,23.0928,23.0918,24.2029,36.5959,45.3862
11,22,22.5,23,Inf,Inf,24.3474,24.3183,24.0918,37.288,47.0026
12,17.5,17.5,17.5,Inf,Inf,17.4994,17.5046,17.4958,22.4566,33.6498
13,21.5,22.8333,23.1667,Inf,Inf,24.0843,23.7504,24.5064,37.1188,49.8694
14,21,21,21,Inf,Inf,23.823,23.8272,25.0066,31.4731,44.7952
15,20,20,20,20,1054.69,20,20,20,29.6847,43.1512
16,20,22,23,Inf,Inf,24.959,25.206,24.8986,36.9778,47.5962
17,22.5,22.8333,23.1667,Inf,Inf,23.508,23.495,23.7484,32.5074,41.1238
18,21,21,21,Inf,Inf,26.5008,26.2574,28.0112,37.3019,51.5146
19,20.5,20.5,20.5,Inf,Inf,20.4986,20.5108,21.4856,30.3364,40.8412
20,16.5,16.8333,17.1667,Inf,Inf,20.2382,19.9834,21.496,25.4075,35.5782
21,23,24.5,24.5,Inf,Inf,28.7416,28.5808,30.4958,35.4982,50.4208
22,20.5,23,24,Inf,Inf,24.7412,24.7518,24.7396,30.9105,41.1996
23,16,16.5,17,Inf,Inf,20.7664,20.5054,21,28.1492,36.9114
24,21,21.3333,21.6667,Inf,Inf,26.2536,25.5124,26.1067,33.7748,48.2498
25,21,21.6667,21.6667,Inf,Inf,23.7273,23.713,24.7167,31.482,45.2496
26,19.5,20.5,21.8333,Inf,Inf,23.5184,24.07,24.9698,37.1346,46.427
27,19.5,20.5,20.5,Inf,Inf,24.5086,24.1802,29.2464,35.3345,45.3908
28,15.5,15.5,15.5,15.5,114.62,15.5014,15.507,15.5,21.8896,27.4828
29,20,20.5,21,Inf,Inf,23.9986,23.7526,25.1528,31.1697,44.6418
30,19,19,20,Inf,Inf,25.0734,24.5782,27.4586,33.8557,45.8692
