Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,4.81111,4.95556,4.98889,5.09722,0.0990791,5.09829,5.12043,5.1386,5.65778,7.80501
1,5.5,6.5,6.5,6.5,0.084669,6.505,6.509,6.5074,7.5018,10.2948
2,5,5,5,5,0.057934,5,5,5,5.5056,9.9306
3,5,5,5,5.33333,0.030777,5.3398,5.3232,5.3406,5.343,7.4628
4,4,5,5,5,0.042836,5,5,5,5,7.951
5,4,4,4,4,0.024319,4,4,4,4,5.7932
6,8.5,8.5,8.5,8.5,0.162135,8.4994,8.5132,8.5016,9.4877,12.1636
7,5,5,5,5,0.048919,5,4.9996,5.0122,5.4932,5.9342
8,5,5,5,5,0.117616,4.9956,5.0004,5.007,5.9982,8.6906
9,5,5,5,5,0.029496,5,5,5,5,8.3088
10,6.5,6.5,6.5,6.5,0.102542,6.4976,6.49,6.4978,6.6688,9.66
11,6,6,6,6.66667,0.14864,6.6709,7.1674,7.5006,8.5819,11.676
12,4,4.33333,4.66667,5,0.067111,5,5,5,5.4996,7.5686
13,3,3,3,3,0.161744,2.9998,3.0044,2.9902,3.509,4.9506
14,6,6,6,7,0.08199,7,7,7,7,8.865
15,2.66667,2.66667,2.66667,2.66667,0.05126,2.6826,2.683,2.6848,2.6552,2.767
16,5,5,5,5.16667,0.271209,5.1671,5.3402,5.3412,6.7506,9.3984
17,4.5,4.5,4.5,4.5,0.045316,4.5,4.5,4.5,4.9836,7.3712
18,1.5,1.5,1.5,1.5,0.017803,1.5,1.5,1.5,1.5,1.8542
19,4.5,4.5,4.5,4.5,0.062683,4.5026,4.4932,4.5,5.5014,6.486
20,5.5,6.16667,6.5,6.75,0.106308,6.7505,6.7523,6.7601,7.0174,8.993
21,2.5,2.5,2.5,2.5,0.026437,2.4982,2.4936,2.506,2.5032,2.8952
22,4.5,4.5,4.5,4.5,0.070074,4.5016,4.5074,4.4986,5.8284,7.2274
23,5,5.33333,5.66667,6,0.417623,6,6,6,7.249,8.674
24,6,6.66667,6.66667,6.66667,0.140164,6.666,6.6686,6.847,6.9162,11.085
25,3.5,3.83333,3.83333,4,0.186629,4.0053,4.0007,3.9961,4.3394,6.416
26,6,6,6,6,0.101158,6,6,6,6.7486,9.2244
27,4.5,4.5,4.5,4.5,0.154441,4.5,4.5,4.5,5.4891,7.8448
28,8,8,8,8,0.036107,8,8,8,8,10.9346
29,5,5,5,5,0.094088,5,5,5,5.4958,8.7504
30,3.16667,3.16667,3.16667,3.16667,0.030345,3.16667,3.16667,3.16667,4.16667,4.979
