Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,13.5167,14.4111,14.9278,Inf,Inf,17.7191,17.6311,18.814,23.098,30.7841
1,14,15.6667,16.3333,Inf,Inf,19.5622,19.8316,20.663,23.7787,33.657
2,12,12.6667,12.6667,Inf,Inf,15.3576,15.3422,16.1216,20.2618,28.7378
3,14,15,15.8333,Inf,Inf,17,17,18.0514,25.1389,31.9742
4,14.5,16.5,16.5,Inf,Inf,19.5054,19.506,19.9976,25.8248,34.9816
5,11,12,13,Inf,Inf,15.6634,15.7244,18.9852,21.7785,26.3494
6,14.5,15.5,16.3333,Inf,Inf,20.284,20.0297,20.7579,26.9509,35.6956
7,12,13,13.8333,Inf,Inf,19.8412,20.1312,22.7956,26.0357,34.2414
8,14.5,14.5,14.5,Inf,Inf,18.5998,16.9978,17.6136,22.3989,30.5452
9,16.5,17.5,17.5,17.5,296.086,17.502,17.4914,17.4888,24.906,32.7198
10,15,17,18.6667,Inf,Inf,21.6717,22.4585,26.4535,28.9267,39.209
11,13.5,13.5,14.5,Inf,Inf,17.3758,16.7474,17.4992,23.5557,30.4858
12,8.5,8.5,8.5,Inf,Inf,11.6578,11.9944,12.4406,15.5068,19.47
13,11.5,11.5,11.5,13.5,2961.05,13.9884,13.513,13.5104,17.1586,23.1492
14,14,14,14,Inf,Inf,17.3684,18.2542,19.4948,22.8878,29.8402
15,15,15.6667,16.3333,Inf,Inf,18.152,18.1438,18.2524,25.3948,32.7094
16,16,20,20,Inf,Inf,20.492,20.9934,22.8525,30.6066,36.7412
17,12.5,13.5,14.5,Inf,Inf,19.4912,18.74,19.4942,23.7774,30.891
18,16,17,17.5,Inf,Inf,21.2536,20.5022,22.2056,25.7452,37.7444
19,11.5,12.5,12.5,13.5,2134.76,13.5112,13.5048,13.99,20.4024,24.075
20,17.5,18.5,19.5,Inf,Inf,21.5052,21.5802,23.0818,24.4082,36.303
21,11.5,11.5,11.5,14,139.294,14.491,13.9958,13.9854,14.9384,20.9638
22,14.5,14.5,14.5,Inf,Inf,17.7412,18.0273,18.103,25.532,31.5354
23,12.5,13.5,14.3333,Inf,Inf,17.9418,17.5176,18.0626,21.4879,31.5884
24,13.5,15,16.5,Inf,Inf,19.3122,19.3357,20.9199,23.0998,33.4088
25,13.5,14.5,14.5,16,2448.4,16.507,17.5,17.9816,20.3217,27.565
26,11.5,11.5,12.5,Inf,Inf,14.516,13.994,15.8218,17.8713,25.0342
27,11.5,11.8333,12.1667,Inf,Inf,15.2415,14.7538,15.8241,20.9782,26.7358
28,16,16.6667,17,Inf,Inf,19.135,18.2542,19.5086,25.335,31.5102
29,15,17.3333,18.8333,Inf,Inf,22.5786,22.5636,27.1841,29.5276,40.9008
30,12,12,12,Inf,Inf,14.3247,14.5048,15.2785,18.4047,24.761
