Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,2.28889,2.3,2.3,2.30833,0.0141531,2.30909,2.30889,2.30794,2.42864,3.23151
1,3,3,3,3,0.016551,3,3,3,3,4.4264
2,1.5,1.5,1.5,1.5,0.010213,1.498,1.5058,1.4952,1.5094,2.4062
3,3.5,3.5,3.5,3.5,0.011736,3.5062,3.496,3.4982,3.5032,4.2958
4,3,3,3,3,0.014869,2.9908,3.0084,2.999,3.0084,3.9188
5,3,3,3,3,0.004929,3,3,3,3,3.7992
6,3,3,3,3,0.009171,3,3,3,4,5.0712
7,0.5,0.5,0.5,0.5,0.00626,0.5,0.5,0.5,0.5,0.517
8,2,2,2,2,0.00748,2,2,2,2,2.8192
9,1,1,1,1,0.005519,1,1,1,1,1.4082
10,1,1,1,1,0.005627,1,1,1,1,1.3246
11,1.5,1.5,1.5,1.5,0.01768,1.5096,1.5022,1.497,1.494,1.9502
12,2,2,2,2,0.006725,2,2,2,2,3.7036
13,4,4,4,4,0.014334,4,4,4,4,5.2052
14,4,4,4,4,0.023477,4,4,4,4,6.0644
15,4,4,4,4,0.035306,4,4,4,4,5.5922
16,3.5,3.5,3.5,3.5,0.008918,3.5012,3.5002,3.5014,3.5004,5.058
17,2,2,2,2,0.006859,2,2,2,2,2.4158
18,3.5,3.5,3.5,3.5,0.009688,3.5,3.5,3.5,3.8422,4.6044
19,2,2.33333,2.33333,2.33333,0.041181,2.3516,2.323,2.3384,2.8358,3.6928
20,2,2,2,2,0.016547,2,2,2,2,2.3244
21,4,4,4,4,0.010409,4,4,4,4,5.5662
22,0,0,0,0,0.006184,0,0,0,0,0
23,2.5,2.5,2.5,2.5,0.002908,2.5,2.5,2.5,2.5,3.2354
24,2.5,2.5,2.5,2.5,0.011076,2.4978,2.5112,2.4978,2.4998,2.9152
25,1,1,1,1.25,0.013671,1.2504,1.2502,1.2504,1.9868,2.1012
26,1,1,1,1,0.007334,1,1,1,1,1.1472
27,2.5,2.5,2.5,2.5,0.033794,2.5,2.5,2.5,3.5,3.9
28,1.66667,1.66667,1.66667,1.66667,0.037753,1.667,1.6698,1.6608,1.6792,1.7286
29,2.5,2.5,2.5,2.5,0.014108,2.5,2.5,2.5,2.5,4.3354
30,1,1,1,1,0.014285,1,1,1,1,1.4186
