Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,7.58333,8.52222,8.91667,Inf,Inf,10.4441,10.4791,11.0378,12.2308,15.2739
1,10,12,15,Inf,Inf,16.7246,17.1664,18.3257,19.7725,23.338
2,8.5,10.1667,11.3333,12.4444,65.5121,12.9789,13.2336,13.6316,14.605,17.5086
3,7.5,9.5,10.5,10.5,4.90025,10.4848,10.508,11.0322,13.9844,14.7682
4,9,11.5,11.5,12.9583,2208.36,14.029,15.019,15.7557,15.2497,22.324
5,4,6,6.33333,9,21.0755,9,9,10.4003,10.8098,14.047
6,4.5,5.5,6.5,6.5,0.078702,6.5044,6.5036,6.5002,6.8836,8.6378
7,8.5,8.5,8.5,9,0.113453,8.9902,10.1321,10.1166,11.164,14.3692
8,6,6.33333,6.5,7.59722,0.531401,7.7674,7.7648,8.1028,8.8214,11.7882
9,7.5,7.5,8,9.5,2.13404,10.01,9.9882,10.5,11.4107,15.0028
10,7,7.5,8,8.75,1.8536,9.39,8.9834,9.5246,11.3252,13.6756
11,9.5,11.5,11.5,Inf,Inf,15.7837,15.5642,16.3116,15.8522,21.3528
12,7,8,8.66667,9.91667,27.861,10.4244,9.996,12.4606,13.077,15.9188
13,9,10,10.3333,12.25,1011.69,12.9995,13.1038,14.6886,15.281,18.605
14,8.5,8.5,8.5,10,13.1593,10.2242,10.4952,11.4172,12.261,14.0804
15,7.5,8.16667,8.66667,10.8056,95.7541,12.2229,11.3265,12.2665,12.9513,17.8292
16,11,12.5,12.5,13.75,6.3262,14.4806,14.0244,13.985,15.6576,19.9136
17,8,9,9,9.5,0.231464,9.4972,9.486,9.494,11.2425,13.6736
18,6.5,6.5,6.5,8.5,0.226418,8.5014,8.5094,8.5092,10.0998,12.4612
19,9,10,10,11.5,3.76859,11.8844,11.8017,11.9292,13.1906,17.3156
20,5,6,6,6.95833,1.38019,7.303,7.3657,8.1547,9.504,11.4762
21,5.5,5.5,5.5,8.25,1.25459,8.5718,8.64987,8.66393,10.4348,12.4686
22,8,8,8,8.5,0.068987,8.495,8.5068,8.5132,8.8971,12.5252
23,6,6,7,7.25,0.093333,7.5072,7.9968,7.9832,10.2604,11.1328
24,7.5,8.5,8.5,9,2.80103,9.4998,9.49,10.0084,10.8461,13.7902
25,7,7.5,8,8,0.340196,7.985,8.0152,8.6729,9.1333,11.6858
26,8,10,10,10.3333,3.54591,11.3374,11.419,12.6332,14.2229,17.4528
27,8,9,9.5,10,2.37837,10.7455,10.4994,10.5261,14.1408,16.6322
28,9,10.3333,10.3333,11.3333,10.1651,11.8926,11.749,12.3516,14.6019,17.8692
29,6,6.66667,6.83333,7.86111,2.96867,8.0804,8.0938,8.4186,8.9217,11.7824
30,9,9.5,10,10,0.171762,10.0082,9.9812,10.2564,12.3216,14.7928
