Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,6.2,6.58889,6.77778,7.28241,0.860699,7.41076,7.44852,7.61271,8.54503,11.289
1,6,8,8,9,16.0043,9.4986,9.4998,10.846,9.7722,14.6062
2,6.5,6.5,7,8,0.12939,8.5082,7.9968,7.9984,9.0024,11.7218
3,7,7,7,7.75,0.429572,8.4414,8.3984,8.4347,10.4948,13.525
4,5.5,5.5,5.5,5.75,0.102973,6.0472,5.9126,6.2508,8.0966,9.5298
5,4.5,4.5,4.5,4.5,0.019422,4.5024,4.5042,4.496,5.7468,8.0616
6,9,10,10,10.9167,1.81095,11.4834,11.5,11.3276,14.0046,16.165
7,5,5,6,7,0.4306,7,7,7.3294,7.5668,10.3636
8,8,8.5,8.5,9.08333,1.16171,9.1524,9.4067,9.4034,11.5966,14.5904
9,5,5.66667,6.66667,7,0.120444,7.0064,6.9878,6.9998,7.2586,10.6178
10,5.5,5.5,5.5,6.13889,0.140201,6.1916,6.5848,7.0287,7.2444,9.7286
11,8,9,9,9.5,0.222291,9.498,10,10,11,15.8646
12,5,5,5,6,0.038762,6,6,6,6,7.9524
13,6.5,6.5,6.5,6.5,0.044352,6.5,6.5,6.5,7.0096,10.9692
14,5,5.33333,5.66667,6,0.095044,6,6,6.1674,7.4003,9.773
15,6,6,6,6,0.048985,6,6,6.2558,6.585,10.4232
16,6.5,6.5,6.5,8.5,0.629964,8.499,8.7503,9.9178,9.1972,12.403
17,7.5,8.5,9,9.5,0.406169,9.5288,9.501,9.6766,10.1286,13.825
18,5,5.66667,6,6.5,0.456896,6.7486,6.761,7.4942,8.747,10.8114
19,8,8.5,8.5,8.5,0.064113,8.4968,8.5074,8.4964,10.7131,12.362
20,7.5,9,10,10.25,0.62247,10.5094,10.5352,10.9202,10.891,14.4884
21,6.5,6.83333,7,7.33333,0.226694,7.37673,7.5138,7.35033,8.342,10.1654
22,7,7.66667,8,8.5,1.39251,8.5818,8.9146,8.8298,11.3046,13.5342
23,4.5,4.5,4.5,5.5,0.108163,5.51,5.5064,5.4912,6.5176,7.425
24,8,9,9,9,0.135318,9.0868,9,9,10.2496,13.896
25,3,3,3,4,0.080937,4,4,4,4.5214,5.9612
26,7,7.5,8,8,0.071936,8,8,8,8.6712,12.8182
27,7.5,7.5,7.5,7.5,0.048583,7.5098,7.501,7.4948,8.4858,11.3034
28,7.5,7.5,7.5,7.91667,0.702424,8.3244,8.3366,8.333,9.6544,12.2864
29,4.5,4.5,4.5,4.83333,0.050471,4.8274,4.8272,4.8454,5.3989,7.337
30,3.5,3.5,3.5,3.5,0.025336,3.4938,3.51,3.4936,4.7498,6.1614
