Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,6.25,6.6,6.85556,7.29028,0.829977,7.37216,7.35632,7.54092,8.89004,11.5957
1,8.5,9,9,9,0.071181,9.0016,8.9942,9.0092,10.9754,14.1122
2,4.5,4.5,4.5,5,0.054732,5.0062,5.003,5.0058,6.7487,8.162
3,7,7,8,8.5,0.297694,8.7395,8.4994,9.0036,11.2576,14.5658
4,6.5,6.5,6.5,6.5,0.073166,6.4862,6.5052,6.502,7.6706,9.092
5,5,6,7,7,0.150942,7,7,8,8.8794,11.786
6,6,6,6.33333,8,0.152299,8.0188,8.0008,7.9964,8.291,11.201
7,3.5,3.5,3.5,4.5,0.038948,4.5034,4.4978,4.486,5.5124,7.0514
8,7,8,8.5,8.625,0.768575,8.7968,8.7549,10.2829,11.5134,14.674
9,6.5,7.16667,7.5,7.66667,0.404989,7.6565,7.6604,7.9997,8.5985,12.0992
10,6.5,6.5,7,7.5,0.637498,7.506,7.5046,7.5002,9.501,12.3388
11,5,5,5,7,0.120966,7,7,7,7.3342,10.2216
12,7,7.66667,8,8.5,0.49529,8.513,8.509,8.5136,9.622,12.0614
13,6,6,6,6,0.069909,6,6,6,8.0129,10.3262
14,7.5,7.5,7.5,7.91667,0.271243,8.0048,7.9926,7.9928,9.8954,13.261
15,4,4.5,4.5,5,0.17623,5.0094,5.0154,4.9964,5.724,8.1696
16,8,8.66667,9,9.5,8.60554,9.4923,9.4846,9.66007,11.8707,15.5614
17,2,2,2,2.5,0.042442,2.4948,2.502,2.5066,2.5054,4.17
18,4,4,4,4,0.041013,4,4,4,7.157,7.5752
19,7.5,8.5,8.5,9.5,1.74969,9.7576,9.743,9.5848,12.4422,15.145
20,8,8.5,9,9,0.071818,9.0238,9.0018,9.0004,9.7476,11.9788
21,8,8.66667,9.33333,10,6.6678,10.486,10.4983,10.8335,11.9843,15.9664
22,7,7,7,7.5,0.024926,7.5,7.5,7.5,10.1696,12.0652
23,8,8,8,8.25,0.108573,8.2504,8.2541,8.247,10.9412,13.1126
24,6,7,8,8,0.460854,8,8,8.6212,10.5049,13.3216
25,6.5,6.5,6.5,7.5,0.066028,7.4906,7.5098,7.5,8.3671,11.9436
26,8.5,8.5,8.5,8.75,0.854823,8.9162,8.7593,8.7476,10.3898,13.5048
27,5.5,5.5,5.5,5.5,0.09644,5.5032,5.4966,5.5034,6.478,8.8344
28,6,6.33333,6.5,6.5,0.083192,6.5148,6.4868,6.485,7.0004,10.78
29,3,3,4,4,0.044665,3.9928,4.016,4.0004,4.6078,6.047
30,9,11,11,11.5,2.19784,12.5,12.5,13.7491,12.9988,18.7434
