Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,6.48889,6.65,6.74444,6.96528,1.37304,7.04632,7.00003,7.06873,8.45501,11.2684
1,6,6.5,7,7,0.064656,7,7,7,8.1774,11.4446
2,7,7,7,7,0.157051,7,7,7.494,8,12.2046
3,6.5,6.5,6.5,6.5,0.632512,6.5088,6.495,6.4962,7.4846,11.0568
4,8,8,8,8.83333,0.723553,8.82533,8.8316,9.14263,10.1945,14.566
5,5,6,6,6,0.192596,5.9868,5.9944,5.9988,7.586,9.4584
6,6.5,6.5,6.5,6.70833,0.262715,6.8712,6.7036,6.703,8.0878,10.6644
7,8,8,8,9,4.10916,9.2503,9.255,9.2477,11.3857,15.3188
8,8.5,8.5,8.5,9,8.22599,9.8308,9.7284,9.8922,11.678,17.005
9,8.5,8.5,8.5,8.5,0.217984,8.5,8.5,8.5,11.2224,11.4948
10,5,5,5,5.25,0.098816,5.5184,5.2401,5.2676,5.999,8.2066
11,4.5,4.5,4.83333,5.25,0.127547,5.2476,5.2442,5.3797,5.3712,8.3662
12,5,5,5,5,0.227101,5,5,5,8.5034,9.996
13,6.5,6.5,6.83333,7,0.187589,7.0016,7.022,7.1684,8.3216,12.039
14,7.5,7.5,7.5,7.83333,0.217,7.8359,7.916,7.9094,9.4128,12.3572
15,6,7,7,7,0.462354,7.003,6.9912,7.2383,8.0016,12.0138
16,4.5,4.5,4.5,5,0.032658,5,5,5,6.9987,9.5294
17,6.5,6.5,6.5,6.83333,16.5044,6.8148,6.8184,6.8446,9.9196,12.2852
18,6,6,6,6,0.052838,6,6,6,6.3396,9.325
19,5,5,5,5.5,0.028507,5.5,5.5,5.5,5.5,9.3118
20,7,7,7,7,0.178468,7,7,7,10.7632,13.3464
21,6,6,6,6.16667,0.143776,6.1852,6.1776,6.1626,7.4004,9.7606
22,9.5,9.5,9.5,9.5,0.086608,9.503,9.4972,9.5052,10.3426,12.9876
23,7,8,8.5,8.66667,1.10845,8.8368,8.6466,8.7002,9.9056,13.0526
24,7,7,7,7.5,4.64267,8.0042,7.5088,7.5086,10.503,13.035
25,6.5,7,7.5,7.5,0.06719,7.496,7.5032,7.9994,8.9104,11.1478
26,6,6,6,6,0.048994,6,6,6,7,8.9866
27,7.66667,8.16667,8.66667,9.16667,1.26172,9.1702,9.1644,9.1778,9.8067,13.8232
28,6.5,6.83333,7,7.25,0.641287,7.4994,7.2604,7.2474,8.3342,10.7398
29,7.5,7.5,7.5,7.5,0.44583,7.4934,7.4976,7.4882,8.2502,10.2884
30,3.5,3.5,3.5,3.5,0.041224,3.5068,3.5052,3.49,4.2502,4.2406
