Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,10.3833,10.7778,10.9778,Inf,Inf,11.5932,11.5794,11.7554,14.6177,20.9316
1,12.5,12.5,12.5,12.5,1564.67,12.513,12.493,12.4892,15.8718,24.5826
2,10,10,10,10.5,2.04859,10.5032,10.4976,10.4978,12.7584,19.6108
3,13,13,13,13.5,0.482292,13.5054,14,14,18.621,22.8922
4,12.5,13.1667,13.6667,14,2179.64,13.9832,13.9992,14.0118,18.447,25.459
5,10.5,10.5,10.5,10.5,0.26143,10.5,10.5,10.918,14.4606,19.7216
6,9,9.33333,9.33333,9.33333,1.25107,9.3264,9.3256,9.6312,12.0012,17.4464
7,12,13,13,Inf,Inf,14,14,14,16.272,26.8
8,9,11,11,Inf,Inf,11.9976,11.4806,11.4944,15.0209,22.3398
9,8.5,8.83333,9.16667,Inf,Inf,10.4856,10.5044,10.5022,12.5806,19.4402
10,9,9,9,9,125.55,9,9,9,13.0102,14.3798
11,10,10,10,10,6.23816,10,10,10,12.1362,19.62
12,8,8.5,9,Inf,Inf,11,11,11.4914,12.9269,19.3804
13,13.5,13.5,14,Inf,Inf,16.2578,15.5,15.514,23.1396,32.6558
14,12,12.6667,13,Inf,Inf,13.7438,13.7532,14.5062,16.3324,25.7698
15,8,8.66667,9,9,2.86206,9,9,9,10.7468,16.047
16,13,15,15,15,1.74787,15,15,15,18.5053,25.031
17,11,12,12.5,Inf,Inf,13,13,14.0032,17.8728,26.9604
18,9.5,9.5,9.5,10,3.43383,9.9834,9.9998,10.0084,13.1272,19.9022
19,10.5,10.5,10.5,10.5,74.5441,10.5048,10.5056,10.4988,12.852,18.2246
20,12.5,12.5,12.5,Inf,Inf,14.422,14.854,15.2894,18.5688,26.653
21,9,9,9,9,0.091559,9,9,9,13.8964,14.4142
22,11,11,13,Inf,Inf,14.5044,14.4968,15.1528,17.4642,23.5736
23,9,9,9.33333,Inf,Inf,11.0144,10.7365,10.9111,15.8749,20.5854
24,6,7,7,7,0.219064,7,7,7,7.4938,12.3274
25,7.5,8.16667,8.83333,Inf,Inf,10.506,10.4886,11.4982,11.4869,16.8822
26,10,10,10,10,1.58963,9.981,9.9866,9.9944,10.4796,16.3558
27,9,10,10,10,0.218271,10,10,10,10.5372,16.7124
28,13,13,13,13,187.803,13,13,13,16.5683,23.2686
29,9,9,9,9.75,18.6452,9.7388,10,10,11.8612,16.2256
30,14,14,14,14.25,165.76,14.3266,14.2618,14.2496,17.6176,24.6854
