Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,9.18333,9.54444,9.71111,Inf,Inf,10.2684,10.2891,10.3684,12.1553,16.9068
1,10,10,10,10,4.08462,10,10,10,12.3422,15.3448
2,7,7.5,8,8,0.2319,8,8,8,9.7488,14.9958
3,7.5,7.5,7.5,7.5,0.541723,7.4922,7.5034,7.4978,8.4196,10.4936
4,12,12,12,13,0.536716,13,13,13.5086,15.5062,20.8502
5,10,10.5,11,11,0.695173,11,11,11.503,13.0417,17.9468
6,10,10,10,11,0.83147,11,11,11,11.4933,17.4644
7,7,7,7,7.5,0.170063,7.5018,7.4784,7.522,10.01,12.685
8,8,10,10,10.25,1013.53,10.5016,10.5048,10.8196,14.1304,18.2582
9,11,11.5,12,12.75,11.2446,12.755,12.7498,12.7522,16.4918,21.1896
10,9,9,9.66667,10.4167,28.8572,10.8264,10.8423,10.8544,12.2155,18.1684
11,7.5,7.83333,8.16667,9.16667,0.185484,9.16667,9.16667,9.16667,11.011,15.591
12,10,10,10,10.5833,3.79384,10.5929,10.5769,10.6068,11.578,17.4544
13,8.5,8.5,8.5,8.5,0.217155,8.5,8.5,8.5,9.5,15.3202
14,5.5,5.5,5.5,5.5,0.072556,5.5,5.5,6.7485,7.9848,10.6672
15,9.5,9.5,10,10.5,0.637199,10.4998,10.4994,10.505,10.9864,16.2096
16,6,6,6,7,0.091094,6.9918,6.994,7.0058,8.1452,13.243
17,9,9,9,9,0.333001,8.9946,8.9774,9.0042,8.992,13.2476
18,10,10,10,10.5,7.1906,10.5128,10.5218,10.5002,13.5656,17.5428
19,11,11,11,11,0.352992,11,11,11,12.2446,17.28
20,12.5,13.5,13.5,13.5,6.65322,13.5082,13.485,13.4974,15.9898,22.7968
21,7,7,7,7,1.81767,6.985,6.9968,7.0114,8.849,10.3934
22,9,9,9,10,4.83514,10,10,10,11.7522,17.4472
23,11.5,13.5,14.5,14.75,35.3399,14.7466,14.7332,14.7132,17.7262,24.401
24,10.5,11.5,12.5,Inf,Inf,14.6606,15.4822,14.6024,16.7694,23.2934
25,12.5,12.5,12.5,12.5,0.269534,12.5,12.5,12.5,13.9194,17.257
26,7,7,7,Inf,Inf,9.7498,9,9.3383,10.931,16.0728
27,10,10,10,11.5,80.4918,11.5694,11.6606,12.1604,14.0402,18.9492
28,13,14,14,14.5,0.855329,14.4916,14.999,14.4842,18.2648,23.4934
29,8.5,10.5,10.5,10.5,0.258753,10.5,10.5,10.7523,11.5,17.5912
30,5.5,5.5,5.5,5.5,0.157829,5.5066,5.5012,5.498,7.5104,11.555
