Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,4.68333,4.72778,4.75,4.81944,0.163755,4.82715,4.82715,4.83209,5.40837,7.48488
1,3,3,3,3,0.037413,3,3,3,3.7422,3.593
2,3.5,3.5,3.5,3.5,0.102763,3.5,3.5,3.5,4.2418,5.7424
3,5,5,5,5,0.244793,5,5,5.1814,6.2495,7.9784
4,5.5,5.5,5.5,5.5,0.279722,5.4928,5.4988,5.4832,7.1758,9.7422
5,4,4,4,4,0.054674,4,4,4,4,7.7454
6,5,6,6.5,6.5,0.086595,6.502,6.4986,6.4992,7.7484,9.673
7,4.5,4.5,4.5,4.5,0.020729,4.508,4.4918,4.4972,4.5028,6.2306
8,3.5,3.5,3.5,3.5,0.046533,3.504,3.4986,3.5018,3.495,5.043
9,1.5,1.5,1.5,1.5,0.029993,1.4924,1.5072,1.5098,1.505,2.8656
10,5,5,5,5,0.038127,4.998,5.0004,4.9842,5.5722,8.1452
11,5.5,5.5,5.5,6,0.031103,5.9904,5.9912,6.0016,5.9896,9.4042
12,5.5,5.5,5.5,5.5,0.08718,5.4928,5.495,5.5008,6.7574,9.367
13,3.5,3.5,3.5,3.5,0.023261,3.5,3.5,3.5,3.5,4.0606
14,5,5,5,5.5,0.067826,5.5,5.5,5.5,6,7.2992
15,6,6,6,6,0.055653,6,6,6,7.5122,9.8324
16,6.5,6.5,6.5,6.5,0.025285,6.5,6.5,6.5,6.5,12.0126
17,4,4,4,4,0.133424,4.007,3.9926,4.0056,4.838,6.0432
18,8,8,8,8,0.055397,8,8,8,8.998,15.1112
19,5,5,5,5,0.048477,4.9988,4.9976,4.9954,5.3298,6.7506
20,7,7,7,7,0.128856,6.9988,7.0008,6.995,7.9089,10.5308
21,4,4,4,4,0.010792,4,4,4,4,5.3766
22,3,3,3,3.33333,0.025481,3.32487,3.34387,3.31973,3.5126,4.5332
23,7,7,7,7,1.76953,7,7,7,8.4898,12.8278
24,2.5,2.5,2.5,2.5,0.014122,2.4932,2.5016,2.5014,2.5088,3.203
25,3.5,3.5,3.5,3.5,0.03684,3.5098,3.49,3.4956,3.5,5.4148
26,4,4,4,4.25,0.051882,4.509,4.2444,4.2481,4.9916,5.8722
27,7.5,7.5,7.5,7.5,1.05854,7.5,7.5,7.5,7.6598,11.0148
28,4.5,4.5,4.5,4.5,0.024699,4.5,4.5,4.5,5.5,5.8438
29,6.5,6.83333,7,7.5,0.305797,7.4926,7.7619,7.7426,9.022,11.597
30,1.5,1.5,1.5,1.5,0.017161,1.5,1.5,1.5,1.5,1.6926
