Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,6.27778,6.64444,7.05556,7.59491,5.16725,7.84876,7.80966,8.08667,9.40908,12.3541
1,9,10,10,10.5,0.138064,10.9207,10.9155,10.7393,12.9627,18.5204
2,5.5,7.5,7.5,8,2.15134,8.3633,8.7799,9.2752,8.34,13.9152
3,7,7,8,8,0.164689,7.9868,8.002,8.5028,10.334,12.6086
4,4.5,4.5,5.5,5.5,0.026578,5.4904,5.5006,5.4976,6.524,8.1362
5,3.5,5,6.5,7,1.33896,8.5074,8.495,8.5034,8.5266,11.571
6,5.5,5.5,6.5,6.5,0.100456,7.0098,6.4912,6.4944,8.2134,9.9258
7,4.5,4.5,4.5,4.75,0.051589,4.7634,4.7556,4.7578,5.4946,7.439
8,6,6,6,6.91667,0.09237,7.1482,6.9129,7.2284,9.4006,11.1788
9,7,7,8,9.25,1.54658,10.4134,9.8552,9.7784,10.844,15.7088
10,6.5,6.83333,7.33333,7.75,0.13809,7.7574,8.006,8.0098,9.1234,11.8692
11,8.5,9,9,9,0.06347,8.9956,9.0024,8.9992,11.7598,16.6296
12,7,7.5,7.5,7.5,0.219665,7.5004,7.5186,8.0016,11.1534,12.6874
13,6,7,8.33333,9.58333,55.5866,10.519,10.1912,12.1916,11.3057,15.1408
14,6.5,7,7.5,7.5,0.07541,7.5,7.5,7.5,8.2442,11.5304
15,5,5,6,6,0.055345,6.006,6.0012,5.9892,7.1834,9.435
16,8,8,8,8.70833,0.284426,8.8967,9.069,9.1354,11.9715,14.8
17,5.5,5.83333,6,6.25,0.148988,6.2428,6.2518,6.5082,8.1638,11.2224
18,7.5,7.5,7.5,7.5,0.045531,7.5,7.5,7.5,9.6174,12.5666
19,6,6,6.66667,8,3.26743,7.993,8.0064,8.32,9.2252,13.4066
20,8.5,8.5,8.5,10.4167,60.5909,11.0974,11.184,11.337,13.6838,17.3036
21,3.5,4,4.5,4.5,0.044065,4.4896,4.4988,4.9838,8.0112,6.7518
22,5.5,5.5,6,6.5,0.110061,6.5022,6.4976,6.4992,6.7619,9.8974
23,10,11.5,11.5,12.5,8.39237,13.1149,12.7546,13.0028,15.8567,20.1558
24,7,7.33333,7.5,8.5,5.94543,8.8372,9.186,9.8748,10.034,12.9774
25,7.16667,7.16667,7.16667,8.38889,4.48257,8.5059,8.4934,8.5469,9.5874,13.2934
26,3.5,3.5,3.5,4.75,0.056157,4.8049,4.8485,4.7516,5.751,7.8726
27,4.5,4.5,4.5,4.5,0.022243,4.4934,4.5184,4.4922,6.4388,6.6416
28,7,7.33333,7.5,7.5,0.389263,7.5164,7.4862,8.0036,9.11173,12.1378
29,7.16667,7.16667,7.66667,7.66667,0.077752,7.6636,7.6624,7.9134,8.2344,11.3024
30,5.5,6.16667,7,8.41667,9.41105,8.923,8.4053,10.2625,10.4137,13.998
