Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,2.88333,2.95556,2.98889,3.10787,0.0264648,3.11364,3.12735,3.13724,3.50699,4.62184
1,1,1,1,1,0.005162,1,1,1,2,1.6212
2,1,1,1,1,0.008767,1,1,1,1,1.3466
3,4.5,4.5,4.5,4.875,0.093766,4.9695,5.0055,5.0077,5.7525,6.9694
4,3,3,3,3,0.021723,3,3,3,3.5044,4.3772
5,3,3.5,4,4,0.014698,4,4,4,4,5.7044
6,3,3,3,3.5,0.008018,3.5,3.5,3.5,4,6.2384
7,0.5,0.5,0.5,0.5,0.009026,0.5,0.5,0.5,0.5,0.5384
8,2.5,2.5,2.5,2.5,0.034783,2.4896,2.4982,2.4924,2.5004,3.213
9,2.5,2.5,2.5,2.5,0.034021,2.5022,2.4986,2.49,2.7515,3.8674
10,2.5,2.5,2.5,2.5,0.01643,2.5062,2.5126,2.4964,2.966,3.8912
11,5,5.66667,5.66667,6,0.103534,5.9914,6.1704,6.1704,6.5146,9.09
12,3,3,3,3,0.009854,3,3,3,3,4.2564
13,1.5,1.5,1.5,1.5,0.012504,1.5,1.5,1.5,1.5803,1.851
14,3,3,3,3.5,0.005463,3.5,3.5,3.5,3.7493,5.4056
15,3,3,3,3,0.016602,3,3,3,3.2444,4.6194
16,4,4.5,5,5.25,0.031489,5.2441,5.2527,5.2492,6,7.7664
17,3,3,3,3,0.060245,3.0042,3.0002,3.0048,3.8404,3.7234
18,2.5,2.5,2.5,2.5,0.019216,2.5012,2.5124,2.8499,3.8339,4.4372
19,4,4,4,4,0.01047,4,4,4,4.333,5.5924
20,1.5,1.5,1.5,2,0.020026,2.0032,2.0106,2.0026,2.0138,2.8356
21,1,1,1,1,0.008039,1,1,1,1,2.1916
22,4.5,4.5,4.5,4.5,0.039531,4.5094,4.5044,4.5088,5.0718,5.9382
23,3,3,3,3.25,0.019192,3.2452,3.5048,3.4984,4.4986,5.4056
24,5,5.5,5.5,5.5,0.059682,5.494,5.496,5.5008,6,8.5868
25,2,2,2,2.16667,0.022846,2.1657,2.1625,2.1685,2.6736,3.3112
26,4,4,4,4,0.015864,4.001,3.999,3.9976,4.3302,5.9686
27,4.5,4.5,4.5,4.5,0.013185,4.4916,4.5058,4.4894,4.663,6.9278
28,3,3,3,3,0.017449,2.997,2.9962,2.9848,2.9864,3.8854
29,3,3,3,3.25,0.032942,3.2503,3.2553,3.246,3.5862,5.2808
30,2.5,2.5,2.5,2.94444,0.029416,3.04347,2.9354,2.9594,3.3154,3.8146
