Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,3.85,3.89444,3.91111,3.96806,0.0417534,3.98486,3.97602,4.02106,4.39973,6.05153
1,3.5,3.5,3.5,3.5,0.068486,3.5034,3.5004,3.5046,3.5052,4.2212
2,1,1,1,1,0.012263,1,1,1,1,1.7714
3,2,2,2,2,0.015581,2,2,2,2,4.0432
4,4,4,4,4.25,0.047546,4.5194,4.2496,5.0849,5.2576,6.8864
5,2.5,2.5,2.5,2.5,0.011082,2.5,2.5,2.5,2.9928,3.2664
6,3.5,3.5,3.5,3.5,0.058272,3.4942,3.521,3.5192,3.499,5.1012
7,5,5,5,5.08333,0.038191,5.0822,5.0821,5.0846,5.0836,8.2336
8,3,3,3,3,0.013697,3.0008,3.0114,2.9938,2.9872,3.9872
9,2.5,2.5,2.5,2.5,0.047766,2.5038,2.5012,2.5024,2.4978,4.126
10,3,3,3,3,0.030428,3,3,3,3.4228,4.2928
11,4,4.33333,4.5,4.5,0.114727,4.491,4.497,4.9744,5.6834,7.193
12,4,4,4,4.16667,0.075356,4.1697,4.166,4.1622,5.5006,7.1608
13,3,3,3,3,0.039647,2.999,2.9836,3.0024,3.3404,4.861
14,4.5,5,5,5,0.05268,4.985,4.9922,5.0122,5.003,7.2494
15,4,4,4,4,0.013083,4,4,4,4,6.411
16,5,5,5,5.25,0.017657,5.505,5.4846,5.5102,5.5002,7.4696
17,4.5,4.5,4.5,4.5,0.046787,4.5076,4.5024,4.5008,5.5244,7.2588
18,5,5,5,5,0.054075,5,5,5,5.2366,7.5392
19,5,5.5,5.5,5.54167,0.096803,5.542,5.547,5.5398,6.4876,9.7688
20,5,5,5,5,0.017568,5,5,5,5,8.0074
21,7,7,7,7,0.03424,7,7,7,8.2447,11.0126
22,5,5,5,5,0.108182,5,5,5,6,7.8152
23,6,6,6,6,0.029458,6,6,6,7.2459,9.5272
24,3,3,3.33333,3.5,0.065179,3.5058,3.4956,3.5004,3.4858,4.581
25,3,3,3,3.25,0.01509,3.2469,3.2488,3.2486,3.4966,4.95
26,3,3,3,3.5,0.034159,3.5,3.5,3.5,3.5,4.9874
27,4.5,4.5,4.5,4.5,0.016776,4.4968,4.4976,4.4906,5.4934,6.6824
28,3,3,3,3,0.025577,2.9932,3.0002,3.0008,3.0034,3.4596
29,3,3,3,3,0.017109,3,3,3,3,3.617
30,4,4,4,4,0.035136,4,4,4,5,6.065
