Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,3.18333,3.18333,3.18333,3.19167,0.0330406,3.19127,3.19931,3.2003,3.26634,4.75324
1,2.5,2.5,2.5,2.5,0.017645,2.5,2.5,2.5,2.5,3.724
2,3,3,3,3,0.153258,3,3,3,4,6.5074
3,2,2,2,2,0.019514,2.0024,1.9922,2.0026,1.9898,2.2346
4,3,3,3,3,0.060918,3,3,3,3,4.5004
5,3,3,3,3,0.011808,3,3,3,3,4.8506
6,5,5,5,5,0.068176,5,5,5,5,6.7132
7,4,4,4,4,0.017486,4,4,4,4,6.5454
8,4,4,4,4,0.029273,4,4,4,4,5.5926
9,3,3,3,3,0.016934,3,3,3,3,4.7986
10,4,4,4,4,0.046055,4,4,4,4,6.3754
11,3,3,3,3,0.012989,3,3,3,3,5.1716
12,1,1,1,1,0.012137,1,1,1,1,1.1738
13,6,6,6,6,0.017512,6,6,6,6,9.5252
14,5,5,5,5.25,0.070343,5.2458,5.4882,5.5082,5.5036,8.9278
15,2.5,2.5,2.5,2.5,0.006349,2.5,2.5,2.5,2.5,2.6788
16,6,6,6,6,0.045492,6,6,6,6,8.9108
17,1,1,1,1,0.013824,0.9928,1.0124,0.9988,0.9988,1.0488
18,5,5,5,5,0.020044,5,5,5,5,7.2704
19,1.5,1.5,1.5,1.5,0.021964,1.497,1.4864,1.4994,1.4998,1.9134
20,3.5,3.5,3.5,3.5,0.042267,3.5,3.5,3.5,3.5,4.2398
21,4,4,4,4,0.057024,4,4,4,4.2522,6.21
22,4,4,4,4,0.086064,4,4,4,4.2517,5.7542
23,1.5,1.5,1.5,1.5,0.007792,1.5,1.5,1.5,1.5,1.64
24,3,3,3,3,0.01865,3,3,3,3,3.982
25,3,3,3,3,0.020955,3,3,3,3,4.7798
26,2,2,2,2,0.012722,2,2,2,2,2.2686
27,2.5,2.5,2.5,2.5,0.017142,2.5,2.5,2.5,2.5,4.2654
28,1,1,1,1,0.006443,1,1,1,1,1.3236
29,2.5,2.5,2.5,2.5,0.02225,2.5,2.5,2.5,2.5,3.5904
30,4,4,4,4,0.038189,4,4,4,4.4944,6.0806
