Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,4.68333,4.72778,4.75,4.81944,0.100677,4.82825,4.82692,4.83363,5.40959,7.48501
1,3,3,3,3,0.037763,3,3,3,3.7516,3.5932
2,3.5,3.5,3.5,3.5,0.088332,3.5,3.5,3.5,4.2564,5.767
3,5,5,5,5,0.208937,5,5,5.1628,6.2592,7.9872
4,5.5,5.5,5.5,5.5,0.272996,5.492,5.4968,5.4916,7.1678,9.7812
5,4,4,4,4,0.060516,4,4,4,4,7.7442
6,5,6,6.5,6.5,0.08069,6.4912,6.4964,6.4952,7.7466,9.6602
7,4.5,4.5,4.5,4.5,0.017995,4.5128,4.5052,4.4818,4.5,6.2516
8,3.5,3.5,3.5,3.5,0.033394,3.4995,3.502,3.4916,3.5054,5.0368
9,1.5,1.5,1.5,1.5,0.026772,1.5014,1.5004,1.5054,1.4932,2.9018
10,5,5,5,5,0.038514,4.993,4.9858,5.0218,5.5814,8.1386
11,5.5,5.5,5.5,6,0.026526,5.9972,6.004,5.9998,5.9984,9.4488
12,5.5,5.5,5.5,5.5,0.065243,5.4972,5.5006,5.5001,6.7341,9.3522
13,3.5,3.5,3.5,3.5,0.021559,3.5,3.5,3.5,3.5,4.05
14,5,5,5,5.5,0.052861,5.5,5.5,5.5,6,7.3492
15,6,6,6,6,0.045914,6,6,6,7.4884,9.8428
16,6.5,6.5,6.5,6.5,0.033329,6.5,6.5,6.5,6.5,11.9358
17,4,4,4,4,0.103977,4.0112,4.0038,4.0162,4.8404,6.0792
18,8,8,8,8,0.053408,8,8,8,9.0005,15.059
19,5,5,5,5,0.039067,5.0162,4.9926,4.9914,5.3454,6.7562
20,7,7,7,7,0.106172,6.9972,6.9842,6.9936,7.9212,10.495
21,4,4,4,4,0.011645,4,4,4,4,5.3926
22,3,3,3,3.33333,0.02273,3.33687,3.32907,3.33547,3.499,4.5698
23,7,7,7,7,0.181093,7,7,7,8.4966,12.8304
24,2.5,2.5,2.5,2.5,0.012066,2.495,2.501,2.5064,2.5108,3.1688
25,3.5,3.5,3.5,3.5,0.030442,3.5092,3.5046,3.5072,3.495,5.398
26,4,4,4,4.25,0.053202,4.5014,4.2503,4.2561,5.0004,5.8838
27,7.5,7.5,7.5,7.5,1.01221,7.5,7.5,7.5,7.6724,10.9494
28,4.5,4.5,4.5,4.5,0.021821,4.5,4.5,4.5,5.5,5.8048
29,6.5,6.83333,7,7.5,0.24755,7.4961,7.7507,7.7523,9.0234,11.6128
30,1.5,1.5,1.5,1.5,0.0136,1.5,1.5,1.5,1.5,1.71
