Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,11.6056,12.0778,12.5167,Inf,Inf,13.5579,13.4683,14.0962,17.1431,23.1089
1,12,13,14,14.5,839.017,14.8382,14.492,15.2256,18.4225,23.548
2,12.5,12.5,13.5,Inf,Inf,14.4922,14.0128,14.011,16.7327,25.071
3,12,12,12,14.5,1828.94,14.498,14.496,14.4898,17.5374,23.3616
4,11,11.6667,12,12.75,372.869,12.7499,12.7436,13.119,15.8293,21.2316
5,9.5,10,10.5,11,463.616,10.9852,11.0002,11.734,14.3099,19.6914
6,13,13.6667,14.1667,Inf,Inf,15.2658,15.2479,15.6478,19.7266,25.1986
7,12.5,13,13,Inf,Inf,15.1998,15.2506,16.495,20.0325,26.5608
8,11.5,12.5,13.5,Inf,Inf,14.4984,14.4904,16.998,17.919,25.1236
9,15,15,15,15.5,301.248,16,15.5,16.7334,21.7377,27.9852
10,11,11.6667,12.3333,Inf,Inf,14.9974,14.9924,14.6889,19.7899,24.8694
11,11.5,12.5,12.5,12.5,0.584249,12.5,12.5,13.01,15.4985,22.9546
12,6.5,7.5,8.5,9,0.277711,9.4936,8.9878,10.0042,11.8452,13.8918
13,11,11,11,11.5,81.0817,11.6684,11.5101,12.2353,16.776,20.7804
14,10.5,10.5,10.5,11.6667,788.693,12.8382,12.1644,12.1672,16.597,20.7506
15,9.5,9.83333,10.1667,Inf,Inf,12.7408,12.7548,13.5526,17.5762,22.9952
16,12,12.5,13,14.5,3514.83,14.5138,14.4926,16,19.122,24.3726
17,10.5,10.5,10.5,10.5,5.71492,10.4966,10.503,10.4968,13.0074,17.2098
18,9.5,9.83333,10,10.25,2.58816,10.256,10.3314,10.6756,13.4872,17.9468
19,12.5,14,15.5,Inf,Inf,16,16.4954,18.0318,21.8601,28.9372
20,11.6667,11.6667,11.6667,12.6667,1321.6,12.6807,12.679,12.9133,16.7567,21.2044
21,13,13,13,13,1.37883,13,13,14.5016,17.163,21.0984
22,12,12.3333,12.6667,13.1667,133.753,13.1764,13.1572,13.2859,15.2982,23.5568
23,12,13.5,14,15,2694.01,14.984,14.9732,15.0172,17.4593,26.1566
24,14,14,15,Inf,Inf,16.9872,17.0012,17.7506,21.266,28.206
25,11,11,11,11.5,364.972,11.7269,11.6527,11.6339,13.973,19.6688
26,10.5,10.8333,11,11,3.77954,11.0068,10.9764,10.9868,13.9238,18.2506
27,11,11,12,12.5,1.06431,12.4978,12.4934,12.7523,16.4984,20.4914
28,11.5,11.5,11.5,11.5,0.479089,11.5,11.5,11.5,13.0056,21.1684
29,15,16.3333,17,Inf,Inf,19.1547,18.9069,20.8544,22.0515,35.0268
30,13,14,15,Inf,Inf,15.9888,15.7426,16.3727,19.0904,25.9584
