Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,10.3833,10.7778,10.9778,Inf,Inf,11.5935,11.581,11.7551,14.6194,20.9429
1,12.5,12.5,12.5,12.5,1063.93,12.4932,12.5032,12.4854,15.8578,24.4646
2,10,10,10,10.5,2.04341,10.501,10.4962,10.5058,12.755,19.6466
3,13,13,13,13.5,0.451738,13.4986,14,14,18.6288,22.8758
4,12.5,13.1667,13.6667,14,549.997,14.0034,13.9922,13.9808,18.4592,25.521
5,10.5,10.5,10.5,10.5,0.271957,10.5,10.5,10.9342,14.4268,19.8822
6,9,9.33333,9.33333,9.33333,1.09657,9.3294,9.329,9.6264,12.0068,17.405
7,12,13,13,Inf,Inf,14,14,14,16.2612,26.6262
8,9,11,11,Inf,Inf,11.9976,11.5006,11.5078,15.0347,22.3322
9,8.5,8.83333,9.16667,Inf,Inf,10.4932,10.4968,10.5032,12.6123,19.5948
10,9,9,9,9,101.475,9,9,9,13.0276,14.41
11,10,10,10,10,5.30413,10,10,10,12.1372,19.6294
12,8,8.5,9,Inf,Inf,11,11,11.4902,12.9264,19.4204
13,13.5,13.5,14,Inf,Inf,16.2514,15.5022,15.5132,23.1189,32.6946
14,12,12.6667,13,Inf,Inf,13.7526,13.7478,14.5106,16.3249,25.6984
15,8,8.66667,9,9,5.09875,9,9,9,10.7638,16.019
16,13,15,15,15,4.17415,15,15,15,18.5129,24.995
17,11,12,12.5,Inf,Inf,13,13,13.9932,17.8882,26.96
18,9.5,9.5,9.5,10,6.37065,10.0018,9.9968,9.9924,13.1344,19.9992
19,10.5,10.5,10.5,10.5,136.186,10.4938,10.5052,10.4982,12.8294,18.2102
20,12.5,12.5,12.5,Inf,Inf,14.4263,14.8432,15.247,18.5314,26.6416
21,9,9,9,9,0.155328,9,9,9,13.8956,14.47
22,11,11,13,Inf,Inf,14.488,14.5022,15.1594,17.458,23.6642
23,9,9,9.33333,Inf,Inf,11.0084,10.7653,10.9373,15.8747,20.6992
24,6,7,7,7,0.44526,7,7,7,7.5103,12.3666
25,7.5,8.16667,8.83333,Inf,Inf,10.4884,10.4982,11.4968,11.4874,16.865
26,10,10,10,10,6.48697,9.9892,10.004,10.0242,10.5148,16.3878
27,9,10,10,10,1.69331,10,10,10,10.5367,16.63
28,13,13,13,13,816.748,13,13,13,16.5826,23.2344
29,9,9,9,9.75,119.902,9.7554,10,10,11.8816,16.2718
30,14,14,14,14.25,1007.38,14.332,14.2477,14.2474,17.6024,24.6724
