Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,5.63333,5.70556,5.71111,5.72963,0.383006,5.72733,5.73035,5.72901,6.51541,9.29339
1,5,5.5,5.5,5.5,0.098222,5.4918,5.4832,5.5136,5.4996,8.5486
2,4.5,4.5,4.5,4.5,0.084385,4.5,4.5,4.5,5.5,8.4486
3,5.5,5.5,5.5,5.5,0.044753,5.5,5.5,5.5,5.8298,8.2274
4,7,7,7,7,0.072686,6.995,6.9968,6.9906,8.5112,11.5096
5,5.5,5.5,5.5,5.5,0.086173,5.5,5.5,5.5,5.8392,7.6682
6,7,7,7,7,0.106739,7,7,7,8.2554,11.3524
7,6,6.33333,6.33333,6.41667,2.1537,6.431,6.4239,6.4088,7.4203,11.319
8,5,5,5,5,0.090126,5,5,5,5.1672,8.4174
9,6.5,6.5,6.5,6.5,1.12688,6.499,6.4982,6.4952,6.9218,10.186
10,7,7,7,7,0.106161,7,7,7,7.5,12.1494
11,4,4,4,4.22222,0.159968,4.2,4.22707,4.22133,5.0895,6.63
12,6,6,6,6,0.070123,6,6,6,6,8.6646
13,4.5,4.5,4.5,4.5,0.083247,4.4882,4.5076,4.4944,4.669,6.1704
14,7.5,7.5,7.5,7.5,1.38862,7.5038,7.5028,7.5,10.3252,14.03
15,7,7,7,7.25,0.073371,7.2489,7.2481,7.2506,7.2448,12.4482
16,5.5,5.5,5.5,5.5,0.038953,5.4728,5.5141,5.5061,5.5154,7.2114
17,6.5,6.5,6.5,6.5,0.182775,6.5012,6.507,6.497,7.0579,11.7164
18,4.5,4.5,4.5,4.5,0.041549,4.5,4.5,4.5,5.2462,7.7786
19,7.5,7.5,7.5,7.5,2.05713,7.5004,7.4962,7.497,9.4105,11.9512
20,5,5,5,5,0.118695,5,5,5,7.56,9.038
21,3,3.33333,3.5,3.5,0.138668,3.4914,3.502,3.4998,4,5.3564
22,6,6,6,6,0.049077,6,6,6,7,10.9164
23,5,5,5,5,0.053621,5.0042,5.0036,5.0058,5.498,6.482
24,5,5,5,5,0.049247,5,5,5,5,7.6392
25,5,5,5,5,0.139232,5,5,5,5.7477,8.7062
26,4.5,5.5,5.5,5.5,0.124787,5.4962,5.5028,5.4926,7.1576,8.1998
27,5,5,5,5,0.101939,5,5,5,5.7464,7.5604
28,5.5,5.5,5.5,5.5,1.44319,5.496,5.4972,5.4976,6.2402,8.5828
29,7,7,7,7,1.0011,7,7,7,7.9918,12.3506
30,6,6,6,6,0.205052,6,6,6,6.5176,9.5424
