Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,11.6667,12.2222,12.5361,Inf,Inf,15.1723,15.172,16.1446,19.3294,25.0359
1,13,14.3333,14.5,Inf,Inf,15.7267,16.4649,16.8077,21.8121,27.803
2,11.5,13.1667,13.6667,Inf,Inf,18.3266,18.8478,20.063,23.1097,30.4046
3,14,16,16,Inf,Inf,20.1782,20.6064,21.4536,24.4295,34.5128
4,12.1667,12.1667,12.1667,14.6667,44.7846,15.1667,14.6705,14.6735,20.2529,22.4068
5,11,11.3333,11.5,12.75,7.62559,12.7696,12.753,12.7578,14.347,20.2546
6,10.6667,11.6667,12.1667,12.6667,32.8253,12.6651,12.6597,12.9841,16.2655,19.0224
7,12.5,13.1667,13.8333,15.9028,1722.96,16.7214,16.7075,19.5256,19.7778,25.9278
8,14,14.3333,14.6667,15.6667,14.6061,16.4964,15.7422,16.7414,23.399,27.083
9,13.5,14,14.5,Inf,Inf,19.5108,20.1609,22.0628,23.0472,30.9424
10,11,12,12.5,Inf,Inf,13.7572,14.7396,17.0977,20.0064,25.706
11,12.1667,12.1667,13.1667,13.1667,0.252654,13.1701,13.1635,13.1813,16.8045,19.78
12,8.5,8.83333,9.16667,Inf,Inf,11.8494,11.7094,12.9543,14.4813,19.966
13,12,12,12.6667,Inf,Inf,16.0581,16.2597,16.3997,19.93,25.7048
14,12.5,13,13,13.5833,11.643,14.0854,14.0799,14.2555,16.5652,25.5092
15,12.5,13,13.5,Inf,Inf,15.714,15.7556,17.1762,20.1006,25.1816
16,10.5,12,13,Inf,Inf,16.9332,16.7677,17.0422,22.6452,28.5908
17,12,12,12,13.25,45.0546,14.3055,13.2554,13.4966,20.0891,24.748
18,10.5,10.5,10.5,Inf,Inf,16.393,15.8771,17.5042,19.4148,28.1496
19,8,8,8,10,1172.34,10.0036,10.0072,10.7562,14.302,17.4862
20,12,12.5,13,Inf,Inf,16.506,16.2425,16.7908,18.1641,24.8754
21,15,17,17,Inf,Inf,20.8482,21.7129,25.8592,31.1484,35.7016
22,11,11,11,13,1681.49,14,14,14,14,22.4292
23,7.5,7.5,7.5,8,0.392273,7.9988,8.0178,7.996,8.875,10.9198
24,11.5,11.5,11.75,13.5,273.697,14.5,13.508,13.5108,20.6258,23.5176
25,9.5,11.5,11.5,Inf,Inf,14.4391,14.5831,15.187,17.3619,24.25
26,14,14,14,14.5417,68.7694,14.9298,15.3426,16.6734,20.097,26.0068
27,11.5,11.5,11.5,Inf,Inf,16.8492,16.7845,18.7409,20.2985,28.4366
28,12,12.5,13,14.75,745.478,15.1977,15.2463,16.5046,21.7738,26.0306
29,10.5,10.5,10.8333,14,431.489,14.3248,13.9968,14.9764,17.4584,21.4878
30,13.5,13.5,14.5,Inf,Inf,15.7436,15.4978,17.1647,19.2997,28.2434
