Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,3.96667,4.06111,4.1,4.16389,0.0365514,4.17231,4.1724,4.20626,4.6567,6.4658
1,4.5,4.5,4.5,4.5,0.043452,4.4934,4.5054,4.4958,5.0046,6.275
2,3.5,3.5,3.5,3.5,0.03898,3.5075,3.4978,3.4812,4.5033,6.3584
3,5,5.5,6,6,0.038134,6,6,6,6,8.4762
4,5,5,5,5,0.042853,5,5,5,5.6229,7.186
5,5,5,5,5,0.05656,5,5,5,5,7.1326
6,4,4,4,4,0.02651,4,4,4,6,7.0524
7,2,2,2,2,0.033153,2,2,2,2,3.278
8,3.5,3.5,3.5,4,0.050365,4.0064,4.011,4.0046,4.8934,6.5966
9,4,5,5,5,0.023483,5.0074,5.0056,5.0006,4.9986,6.1802
10,3.5,3.5,3.5,3.5,0.023971,3.4942,3.4846,3.4972,3.5016,5.6634
11,4,4,4,4,0.032917,4,4,4,4.506,5.7228
12,4.5,4.5,4.5,4.5,0.041834,4.5,4.5,4.5,4.842,6.7524
13,3,3.33333,3.5,3.58333,0.049182,3.5892,3.5772,3.5986,3.7838,6.3854
14,3.5,3.5,3.5,3.75,0.03815,3.751,3.7492,3.7407,3.8241,6.2022
15,2.5,2.5,2.5,2.5,0.019379,2.5,2.5,2.5,2.5,4.3104
16,5,5,5,5,0.049342,4.9923,4.9912,5.0122,4.9986,6.7304
17,5,5,5,5,0.037842,5,5,5,5.749,8.0534
18,4,4,4,4.5,0.017936,4.7478,4.7492,4.7551,5.2528,8.0058
19,3.5,3.5,3.5,3.5,0.020293,3.5041,3.4982,3.5049,4.0084,5.1956
20,4,4,4,4,0.041423,4.0172,4.0002,3.9918,4.6554,6.613
21,4,4,4,4,0.048277,4,4,4,4.5032,7.4214
22,4,4,4,4,0.025755,4,4,5,5,6.603
23,4,4,4,4,0.026714,4,4,4,4,6.2616
24,4.5,4.5,5,5,0.031141,4.9966,4.9858,5.0104,4.9924,7.5576
25,3,3,3,3.5,0.04212,3.4926,3.5092,3.4984,4,5.3314
26,4,4.5,4.5,4.5,0.047627,4.5048,4.4994,4.5054,5.7492,7.6466
27,5,5,5,5,0.01497,5,5,5,6,7.3942
28,4,4,4,4.08333,0.073723,4.0804,4.0817,4.0813,4.3356,7.4802
29,3,3.5,3.5,3.5,0.037203,3.4862,3.5178,3.5152,3.9806,4.5604
30,4.5,4.5,4.5,4.5,0.023253,4.4982,4.5086,4.4944,5.4956,5.5474
