Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,3.18333,3.18333,3.18333,3.19167,0.0300631,3.19208,3.19971,3.19939,3.2668,4.75231
1,2.5,2.5,2.5,2.5,0.010691,2.5,2.5,2.5,2.5,3.7192
2,3,3,3,3,0.116625,3,3,3,4,6.502
3,2,2,2,2,0.015114,2.0042,1.9954,2.0012,1.998,2.2398
4,3,3,3,3,0.059001,3,3,3,3,4.4714
5,3,3,3,3,0.011152,3,3,3,3,4.8396
6,5,5,5,5,0.069838,5,5,5,5,6.714
7,4,4,4,4,0.016456,4,4,4,4,6.5458
8,4,4,4,4,0.024377,4,4,4,4,5.5786
9,3,3,3,3,0.017083,3,3,3,3,4.7854
10,4,4,4,4,0.045953,4,4,4,4,6.4238
11,3,3,3,3,0.013492,3,3,3,3,5.1638
12,1,1,1,1,0.010747,1,1,1,1,1.1704
13,6,6,6,6,0.017741,6,6,6,6,9.5024
14,5,5,5,5.25,0.070992,5.2533,5.502,5.4948,5.5094,8.923
15,2.5,2.5,2.5,2.5,0.007248,2.5,2.5,2.5,2.5,2.6792
16,6,6,6,6,0.042465,6,6,6,6,8.9074
17,1,1,1,1,0.010486,0.998,1.0042,0.9864,1.0024,1.0428
18,5,5,5,5,0.01863,5,5,5,5,7.2528
19,1.5,1.5,1.5,1.5,0.018356,1.5068,1.4896,1.4994,1.4952,1.9112
20,3.5,3.5,3.5,3.5,0.025381,3.5,3.5,3.5,3.5,4.2534
21,4,4,4,4,0.06236,4,4,4,4.2512,6.1818
22,4,4,4,4,0.093394,4,4,4,4.2499,5.773
23,1.5,1.5,1.5,1.5,0.007498,1.5,1.5,1.5,1.5,1.67
24,3,3,3,3,0.015473,3,3,3,3,4.0042
25,3,3,3,3,0.014849,3,3,3,3,4.8288
26,2,2,2,2,0.012901,2,2,2,2,2.2584
27,2.5,2.5,2.5,2.5,0.016679,2.5,2.5,2.5,2.5,4.2754
28,1,1,1,1,0.006792,1,1,1,1,1.3088
29,2.5,2.5,2.5,2.5,0.019258,2.5,2.5,2.5,2.5,3.5796
30,4,4,4,4,0.030862,4,4,4,4.498,6.0634
