Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,8.58333,8.68889,8.76667,Inf,Inf,9.05039,9.01708,9.11983,11.162,15.5591
1,9,9.33333,9.33333,9.33333,0.60823,9.3316,9.335,9.3334,11.335,17.0588
2,13,13,13,13,0.815797,13.0005,12.9946,13.0203,16.0015,19.475
3,7,7,7,7,0.80271,7.0018,7.0036,6.9858,7.9866,10.1092
4,8,8,8,8.58333,2.58598,9.1013,8.5746,8.5835,11.6912,17.4586
5,10,11,11,11.25,44.8453,11.5022,11.2526,11.497,13.006,20.266
6,7,7,7,7,0.583855,6.9996,6.9894,7.2467,8.1392,11.5338
7,12,12.5,12.5,12.5,1.02119,12.5012,12.4934,12.497,16.7292,21.6584
8,8.5,8.5,9.16667,9.5,2.06229,9.503,9.493,9.5014,9.4878,14.8326
9,10.5,10.5,11.5,11.5,1.29606,11.498,11.5046,11.4974,14.9022,18.6164
10,6,6,6,6,1.12202,6,6,6,9.622,10.1926
11,13,13,13,13,1.25933,13,13,13,15.3672,23.0326
12,10,10,10,10,1.62285,10,10,10,11.6729,16.7528
13,10,10,10,10.5,4.26428,10.511,10.5126,10.9724,14.5856,18.0398
14,7.5,7.5,7.5,8.66667,82.1397,9.5768,9.3444,10.7513,12.1876,15.6124
15,5.5,6.5,6.5,6.5,0.138735,6.4878,6.4954,6.5198,7.4096,10.9356
16,9.5,9.5,9.5,9.5,0.236292,9.5006,9.507,9.4918,10.5136,15.2968
17,8,8,8,8.16667,0.584079,8.1682,8.1666,8.161,9.3986,13.1324
18,7,7,7.5,8,0.215619,8,8,8,8.6313,12.341
19,5,5,5,5,0.194977,5,5,5,6.4344,10.5598
20,7,7.33333,7.5,7.5,0.163998,7.4874,7.4912,7.4996,8.2896,11.6018
21,11.5,11.5,11.5,11.5,1.29744,11.5,11.5,11.5,16.2842,19.7458
22,10,10,10,10,326.045,10,10,10,14.2147,19.2034
23,8,8,8,8,0.22018,8,8,8.0214,9.0704,14.511
24,8,8,8,Inf,Inf,9.2494,9.2434,9.7488,12.0056,18.6336
25,9.5,9.5,9.5,9.5,2.62044,9.4948,9.4918,9.5084,12.0014,16.4058
26,8.5,8.5,8.5,8.625,0.944079,8.6196,8.6119,8.7564,10.6306,16.7116
27,5.5,5.5,5.5,7.5,28.0482,7.4996,7.504,7.4934,8.0066,12.3388
28,5,5,5,5,0.122661,5.0026,5.002,5.001,6.2126,8.186
29,9,9,9,9,5.1262,8.9846,9.0028,9.0032,11.2034,15.137
30,9,9,9,9,1.33769,8.9902,8.9986,9.004,11.8392,17.3922
