Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,15.6,16.3944,16.7806,Inf,Inf,19.2725,19.505,20.8468,25.8929,34.6383
1,20,23,23,Inf,Inf,26.672,27.7444,28.0719,34.1358,48.4888
2,12,12.5,13,Inf,Inf,15.9946,15.7505,16.8721,22.6234,29.0692
3,16.5,18.1667,18.3333,Inf,Inf,19.7665,19.4025,22.0118,25.6332,35.5674
4,17,18,18.5,Inf,Inf,21.2422,20.9917,21.3228,30.9547,39.768
5,12.5,12.5,13.1667,Inf,Inf,14.6224,14.4964,15.0878,20.7582,25.5918
6,17,19.3333,19.6667,Inf,Inf,22.23,23.1774,25.5036,29.5294,38.6802
7,14.5,14.5,14.5,Inf,Inf,15.3396,15.0773,15.9066,22.0931,26.6702
8,14,14,14.25,Inf,Inf,18.1898,17.4112,17.4288,21.2193,28.5956
9,17.5,19.5,20.5,Inf,Inf,25.1966,25.373,29.6082,31.557,44.7844
10,15,15,15,16,8.54842,15.991,16.0082,17.1326,20.7604,29.0404
11,14,14.3333,14.5,Inf,Inf,19.8652,20.3603,22.7868,24.6312,36.6078
12,17.5,17.5,17.5,Inf,Inf,19.4804,19.4854,19.7358,26.0767,33.0718
13,12.5,13.5,13.5,Inf,Inf,15.2486,15.0138,15.5046,19.3313,25.5122
14,15.5,16.5,17,Inf,Inf,19.409,19.4258,18.9996,23.0155,32.746
15,11.5,11.5,11.5,13.5,358.328,13.49,13.5026,13.4944,16.6431,22.6154
16,14,14,14,14.75,110.424,15.0028,14.7402,15.4736,21.9826,28.8816
17,12,12,12.5,Inf,Inf,17,16.2525,18.1596,20.9153,28.6822
18,18,20,20,Inf,Inf,24.3424,28.7738,31.3094,34.451,46.213
19,18,19,19,Inf,Inf,21.289,23.6622,25.5152,31.2206,44.9494
20,13,13,13,Inf,Inf,15.7371,15.7459,16.0179,20.6684,31.3242
21,15,16,16.5,Inf,Inf,17.9906,17.8346,20.296,25.695,30.625
22,18,18.5,19,Inf,Inf,22.0434,22.5754,24.4328,34.454,42.7256
23,17.5,17.5,18.5,Inf,Inf,20.6626,20.4953,23.3366,27.8013,33.0122
24,16,16,19,Inf,Inf,22.5164,21.5852,24.1268,25.7842,39.8994
25,15,16,17,Inf,Inf,19,19.2602,20.4976,26.8884,36.351
26,13,13,13,13.1667,3.59281,13.1671,13.1692,13.1642,17.5157,21.5718
27,16.5,18,19,Inf,Inf,22.0057,21.9947,26.0152,30.1673,40.3208
28,20.5,23.5,23.5,Inf,Inf,26.8212,28.28,29.6623,34.6092,45.71
29,14.5,14.5,14.5,14.5,1673.74,14.5151,14.5043,14.5185,19.5819,27.1064
30,20,21,21,Inf,Inf,23.3428,23.0572,23.4098,36.0896,44.9668
