Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,7.18889,7.51667,7.67778,8.23194,14.9237,8.37814,8.29218,8.62175,10.0481,13.5253
1,7,7,7,7.5,1.15883,7.753,8,8,8.4932,14.5778
2,7,8,8,8,0.075441,8.0078,7.9984,9.5006,10.4984,11.3668
3,8,8,8.33333,9,0.81334,9.0822,9.0592,9.504,13.4687,16.518
4,7,7.5,8.5,9,0.883696,9.2558,8.9964,8.995,10.1176,13.1108
5,6,6,6,8,0.129326,8,8,8.815,8.8265,13.1826
6,7.66667,8.33333,8.66667,8.66667,0.130027,9.4932,8.7004,9.5078,10.1092,13.8742
7,5.83333,6.83333,6.83333,6.83333,0.060156,6.83287,6.84907,7.84707,7.85087,8.5958
8,7,8,8,9.29167,169.386,9.7504,9.7737,10.4841,11.3331,16.6406
9,6,6,6,6.75,0.139469,6.7505,6.7512,6.7491,8.3351,13.504
10,9,9,9,9.08333,1.4171,9.0876,9.165,9.1788,12.22,14.6866
11,6.5,7.5,8,8.5,0.389066,8.5108,8.4978,8.9744,10.5386,14.8768
12,5,5,5,5.75,0.108219,5.8233,5.8282,6.0066,6.6091,9.5856
13,8,8.33333,8.83333,9.25,0.501861,9.7478,9.2643,9.2693,10.7187,14.3022
14,9,9,9,9,0.767298,9,9,9,9.5014,14.1166
15,6.5,6.5,7.16667,9.91667,58.197,10.0422,9.9623,11.927,10.5115,14.8944
16,8,8,8,8,0.084783,7.9882,8.0044,7.9988,11.492,13.0534
17,7,7,7,7,0.153651,7,7,7,9.164,12.5648
18,6.5,6.83333,7.16667,7.5,8.20993,7.4954,7.514,8.2728,7.8792,11.9922
19,6,7,7.33333,8,9.45205,8,8,8,10.6234,14.1228
20,7.5,8.5,8.5,9,0.698432,9.4974,8.9852,8.999,10.6574,14.1494
21,6,6.66667,7,7,0.158633,6.9886,6.9978,6.99,8.2608,9.8646
22,10.5,10.5,10.5,10.8333,1.56808,10.831,10.8324,11.1024,13.6411,19.744
23,8.5,8.5,8.5,9,0.135681,9.005,8.9812,8.9978,10.7574,12.814
24,8.5,8.5,8.5,9.83333,73.2373,10.1565,10.1913,10.1642,11.3609,18.1344
25,10.1667,10.1667,10.1667,10.2917,102.168,10.666,10.4215,10.8104,13.8784,17.3576
26,9,9.33333,9.5,9.79167,2.99216,10.0945,9.795,9.7836,11.4949,15.8566
27,8,8,8,8.75,0.153858,8.999,8.7555,8.7717,11.5437,14.7114
28,6.5,7.5,7.83333,8.41667,14.4413,8.4872,8.4132,8.6773,10.3026,13.5372
29,4,4,4,4.5,0.062682,4.4974,4.5078,4.823,5.5104,6.6518
30,4,4,4,4.5,0.038233,4.5004,4.52,4.5028,5.745,7.3712
