Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,1.68333,1.69444,1.69444,1.73889,0.0082893,1.75521,1.73863,1.73841,1.83845,2.43049
1,2.5,2.5,2.5,2.5,0.008648,2.4912,2.49,2.4876,2.6716,3.0556
2,3,3,3,3.5,0.003561,3.5,3.5,3.5,4,5.4346
3,1,1,1,1,0.010971,1,1,1,1,1.3202
4,3,3,3,3,0.010035,3,3,3,3,3.3768
5,1,1,1,1,0.009088,1,1,1,1.4936,1.2242
6,1,1,1,1,0.005109,1,1,1,1,1.348
7,0,0,0,0,0.004448,0,0,0,0,0
8,0.5,0.5,0.5,0.5,0.003547,0.5,0.5,0.5,0.5,0.501
9,0,0,0,0,0.003534,0,0,0,0,0
10,2,2,2,2.5,0.012947,3,2.5,2.5,3.4911,3.8152
11,2,2,2,2,0.003407,2,2,2,2,2.6568
12,2,2,2,2,0.017078,2,2,2,2.2494,2.7588
13,2.5,2.5,2.5,2.5,0.00466,2.5,2.5,2.5,2.5,3.817
14,2,2,2,2,0.006084,2,2,2,2,3.0706
15,2.5,2.5,2.5,2.5,0.007951,2.5002,2.509,2.4872,2.499,3.1336
16,1.5,1.5,1.5,1.75,0.010789,1.7661,1.7483,1.7505,1.7563,2.6524
17,3.5,3.5,3.5,3.5,0.030121,3.5,3.5,3.5,4.0052,4.771
18,1,1,1,1,0.005528,1,1,1,1,2.1058
19,2,2,2,2,0.005054,2,2,2,2,2.7552
20,1.5,1.5,1.5,1.5,0.005214,1.5,1.5,1.5,1.5,1.749
21,3,3,3,3,0.006076,2.999,2.9884,2.998,2.9941,3.9344
22,0.5,0.5,0.5,0.5,0.004451,0.5,0.5,0.5,0.5,0.4946
23,1,1,1,1,0.005148,1,1,1,1,2.1902
24,3,3,3,3,0.011241,2.9924,3.0008,3.0136,2.9938,3.7608
25,2,2.33333,2.33333,2.41667,0.009993,2.4093,2.4199,2.4079,2.4236,3.9408
26,0.5,0.5,0.5,0.5,0.00971,0.5092,0.5014,0.5014,0.4984,0.5336
27,1.5,1.5,1.5,1.5,0.005851,1.5,1.5,1.5,1.5,1.7476
28,0.5,0.5,0.5,0.5,0.006884,0.489,0.501,0.506,0.495,0.5324
29,3,3,3,3,0.013285,3,3,3,3.0823,4.7902
30,1,1,1,1,0.008266,1,1,1,1,1.4444
