Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,2.83333,2.97222,3.00556,3.07778,0.0186748,3.07697,3.07745,3.11556,3.33225,4.15824
1,2,2,2,2,0.043316,1.9948,2.0084,2.0042,1.9884,2.184
2,4,4,4,4,0.049187,4,4,4,4.5096,5.4544
3,2.5,2.83333,2.83333,2.83333,0.033879,2.8196,2.8316,2.821,3.0602,3.936
4,3.5,3.5,3.5,3.5,0.011371,3.487,3.4996,3.4978,3.4978,4.2204
5,3,3,3,3,0.011134,3,3,3,3.5036,3.9118
6,1.5,1.5,1.5,1.5,0.012184,1.501,1.5004,1.4908,1.5066,1.9296
7,3,3.5,3.5,4.25,0.048185,4.2592,4.2516,4.5008,4.4887,6.6038
8,3,3,3,3,0.01183,3,3,3,3.3262,4.2822
9,3.16667,4.16667,4.5,4.5,0.007092,4.49667,4.49567,4.83427,4.83767,5.7566
10,3.5,3.5,3.5,3.5,0.016734,3.513,3.5026,3.5056,3.67,5.0482
11,3.16667,3.16667,3.16667,3.41667,0.018092,3.4079,3.4118,3.4196,4.0814,4.5796
12,3.5,3.5,3.5,3.5,0.010334,3.5018,3.4998,3.5028,3.4964,4.6268
13,2,2,2,2.16667,0.016238,2.1591,2.1651,2.1703,2.6666,3.1486
14,4,4,4,4,0.010269,4,4,4,4,5.0218
15,2.66667,2.66667,2.66667,2.66667,0.009157,2.66927,2.67207,2.67067,2.65747,3.1506
16,3.5,3.5,3.5,3.5,0.011479,3.5,3.4944,3.5078,3.653,4.6748
17,1,1.33333,1.5,1.5,0.023367,1.4948,1.5016,1.51,2,2.401
18,1.5,1.5,1.5,1.5,0.012411,1.4946,1.4944,1.499,1.4972,1.8234
19,3,3,3,3,0.007818,3,3,3,3,4.1766
20,2.5,2.5,2.5,2.5,0.01025,2.5012,2.5034,2.4988,2.501,2.9626
21,2.5,2.5,2.5,2.5,0.018937,2.494,2.509,2.5084,2.7482,2.8432
22,3,3,3,3,0.00679,3,3,3,3,3.8474
23,3,3.5,4,4,0.013228,4,4,4.245,4.2502,6.1692
24,4,4,4,4,0.015965,4.008,3.9984,4.01,4.831,5.4084
25,2,2,2,2,0.018135,2,2,2,2.3452,2.86
26,1.5,1.5,1.5,1.5,0.016302,1.5,1.5,1.5,2.2502,2.4938
27,4,4,4,4,0.009205,4,4,4,4.4998,4.7218
28,2.5,2.5,2.5,2.5,0.020422,2.502,2.498,2.5072,3.0184,3.709
29,4.5,6,6,6.25,0.052617,6.2548,6.2468,6.51,6.3416,8.676
30,2,2,2,2.75,0.014317,2.7503,2.7388,2.7527,2.741,4.1256
