Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,5.37222,5.56667,5.68333,5.91111,1.8468,5.95951,5.93755,6.00078,7.21325,9.53602
1,6,6,6,6.25,0.139785,6.4278,6.2338,6.4044,7.4043,9.5024
2,7,7,7,7,0.087852,7,7,7,7.7486,11.2576
3,6,6,6,6,0.048841,5.988,5.9964,6.0128,6.668,8.1596
4,5,5,5,5,0.05539,5,5,5,7.507,8.2066
5,6,6,6,6.25,0.224763,6.2471,6.2498,6.3401,7.7521,10.919
6,2,2,2,2,0.015309,2,2,2,2,2.8674
7,6,6,7,7.75,0.150553,8.1236,7.8739,7.7538,9.8866,12.7228
8,3,3,3,3.5,0.044855,3.5032,3.498,3.4986,3.4884,5.8404
9,5,5,5,5,0.03259,5,5,5,6.4164,8.5478
10,8,8,8,8.33333,0.249515,8.4139,8.4217,8.494,10.6729,14.5022
11,5.5,5.83333,6,6,0.078152,6.0078,5.9948,5.9864,7.0965,9.7482
12,8,8,8,8,0.132266,7.994,8.0054,7.9848,10.3338,13.4368
13,5.5,5.5,5.5,6.5,0.062206,6.5,6.5,6.8288,8.5,12.1272
14,6,6.5,6.5,6.5,0.037298,6.4922,6.4992,6.5068,6.7674,8.7988
15,5.5,5.5,5.5,5.5,0.033058,5.4998,5.4972,5.487,7.983,8.8914
16,4.5,5,5.5,5.5,0.076624,6.0046,5.5068,5.5054,6.306,8.6606
17,5.5,5.5,5.5,6.13889,0.198388,6.1493,6.13107,6.19873,7.0808,9.933
18,7.5,7.5,7.5,7.5,0.084915,7.5044,7.4988,7.5034,10.1804,12.3036
19,5.5,5.5,6.5,7,0.267452,6.982,7.2594,7.2457,7.9731,10.7638
20,6,6,6,6,0.042581,5.9972,6.0098,5.9922,7.1364,9.54
21,5.5,5.83333,6,7,2.17133,6.9912,7.3724,7.5363,8.4771,11.7528
22,4.5,5.16667,5.5,5.5,0.094009,5.7412,5.5006,6.005,6.8318,9.2226
23,5,5,5,5,0.097244,5,5,5,7.218,7.8464
24,4.5,5.5,5.5,5.5,0.020923,5.4986,5.5018,5.509,6.5066,9.2032
25,4,4,4,4,0.029559,4.0136,4.0016,4.0128,4.0024,6.3426
26,6,7,7.33333,8.44444,50.5361,8.425,8.4309,8.8351,9.7628,13.5764
27,3.66667,4.66667,4.66667,4.66667,0.02752,4.6608,4.6598,4.6512,4.8192,6.6842
28,4.5,4.5,4.5,4.5,0.115653,4.4988,4.4924,4.486,6.6858,6.4264
29,5,5.5,5.5,6,0.184377,6.1218,6,6.2487,7.3863,11.139
30,5,5,5,5,0.06492,4.9994,4.9908,4.9964,5.8058,7.1578
