Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,19.55,20.2444,20.6556,Inf,Inf,23.3266,23.1962,24.4583,32.1104,44.0835
1,16,16,17,Inf,Inf,22.9446,22.8748,24.9183,27.562,44.6244
2,21,21.6667,22.1667,Inf,Inf,26.6426,26.7562,28.815,38.6909,51.6076
3,19.5,19.5,20.5,Inf,Inf,24.504,23.9984,29.9155,34.0235,48.8852
4,23.5,23.5,23.5,Inf,Inf,25.9826,27.5012,28.01,35.1878,54.274
5,14,14.6667,15.3333,Inf,Inf,18.7456,18.7588,19,24.6336,31.2462
6,19.5,21,21.5,Inf,Inf,25.5248,22.9854,23.7327,31.0893,45.0566
7,14.5,17.5,17.5,Inf,Inf,18.507,18.4998,20.6904,25.9944,36.579
8,20.5,21,21.5,Inf,Inf,25.9727,25.6608,28.1885,34.2125,50.1106
9,21,23,23.5,Inf,Inf,25.7504,25.9071,26.2617,35.5474,47.3676
10,19.5,19.5,20,Inf,Inf,23.0746,23.077,24.2189,36.5176,45.3412
11,22,22.5,23,Inf,Inf,24.3534,24.3114,24.0886,37.317,46.9506
12,17.5,17.5,17.5,Inf,Inf,17.498,17.5022,17.501,22.4692,33.6538
13,21.5,22.8333,23.1667,Inf,Inf,24.0764,23.741,24.5081,37.0944,49.7302
14,21,21,21,Inf,Inf,23.8256,23.838,25.0328,31.5135,44.792
15,20,20,20,20,1230.89,20,20,20,29.6199,43.268
16,20,22,23,Inf,Inf,24.9484,25.2162,24.8878,36.9084,47.738
17,22.5,22.8333,23.1667,Inf,Inf,23.5046,23.4976,23.7576,32.4978,41.1186
18,21,21,21,Inf,Inf,26.504,26.2484,27.9896,37.3012,51.5132
19,20.5,20.5,20.5,Inf,Inf,20.503,20.4956,21.4972,30.3412,40.9116
20,16.5,16.8333,17.1667,Inf,Inf,20.2476,19.9908,21.5058,25.4009,35.5584
21,23,24.5,24.5,Inf,Inf,28.5746,28.582,30.5414,35.5144,50.4678
22,20.5,23,24,Inf,Inf,24.7638,24.7566,24.7504,30.9447,41.3438
23,16,16.5,17,Inf,Inf,20.7512,20.4962,21,28.1427,36.9262
24,21,21.3333,21.6667,Inf,Inf,26.2654,25.4976,26.1269,33.8239,48.326
25,21,21.6667,21.6667,Inf,Inf,23.7063,23.6884,24.6961,31.501,45.3102
26,19.5,20.5,21.8333,Inf,Inf,23.5334,24.0386,24.8319,37.1721,46.474
27,19.5,20.5,20.5,Inf,Inf,24.5064,24.1655,29.2314,35.3737,45.338
28,15.5,15.5,15.5,15.5,80.2123,15.4988,15.4882,15.4928,21.8896,27.4046
29,20,20.5,21,Inf,Inf,24.014,23.7358,25.1086,31.1562,44.6628
30,19,19,20,Inf,Inf,25.0734,24.576,27.4496,33.8706,45.9252
