Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,4.60556,4.87778,5.00556,5.32269,0.160152,5.38063,5.37773,5.56904,6.16271,7.99951
1,5,5,5,5,0.023717,5.0112,4.9908,4.9952,4.9898,6.9782
2,5.5,5.5,5.5,5.5,0.030271,5.5042,5.484,5.5086,6.9882,7.1424
3,5.5,6.16667,6.16667,6.75,0.124413,6.7403,6.7337,6.7516,8.1604,9.9112
4,4,4.33333,4.5,4.75,0.02667,4.8193,4.8359,5.0046,5.7264,7.3342
5,5.5,5.5,5.5,6,0.080397,5.9922,5.9954,6.0024,5.9952,9.1502
6,5.5,5.5,5.5,5.5,0.028465,5.4936,5.5014,5.4912,6.4124,8.1234
7,3,3.33333,3.83333,4,0.032124,4.0028,3.9983,4.0091,4.1776,5.1398
8,5,5.5,6,6.47222,0.321071,6.5478,6.4978,6.9623,7.8086,9.5986
9,5,5,5,5,0.041787,5,5,5,6.7921,8.2168
10,5.5,5.5,5.5,5.5,0.107046,5.5,5.5,5.5,6.5842,7.769
11,4.5,4.5,4.5,5.16667,0.054204,5.4879,5.1517,5.1612,5.6658,6.9948
12,2.5,2.5,2.5,2.91667,0.041607,2.9074,2.9243,2.9131,3.5056,4.1522
13,5,5,5,5.75,0.098942,6.157,6.1707,6.5774,6.745,10.046
14,5,5,5,5,0.019306,5,5,5,6.3444,7.9386
15,4.5,4.5,4.5,5,0.019379,4.9992,5.5032,5.492,5.7397,7.2978
16,2.5,2.5,2.5,3.5,0.034586,3.5074,3.5036,3.5064,3.5906,4.9298
17,3,3.5,4,4.25,0.092013,4.5,4.2522,4.5,4.2475,7.1
18,4,4.33333,4.5,4.5,0.051926,4.4842,4.4904,4.4974,5.6544,7.1432
19,4.5,5.5,5.5,5.5,0.015668,5.507,5.488,5.5074,6.5122,8.496
20,5,5,5,5,0.034124,4.9887,4.9986,4.9932,6.3345,6.9788
21,5.16667,5.83333,6.16667,6.16667,0.051963,6.3264,6.164,6.1587,6.4933,7.6274
22,5.5,5.5,5.5,6.5,0.095616,6.5,6.5,6.9876,6.5,9.8142
23,5,5.33333,5.5,5.66667,0.045745,5.6678,5.6738,5.6744,6.5022,8.4226
24,5.5,6.16667,6.33333,6.75,0.210827,6.736,6.8298,7.3356,8.0964,10.5646
25,5,5.5,6,6.5,0.293815,6.81247,6.8079,6.9634,7.4208,10.2858
26,4.5,5.5,6,6.25,0.184808,6.2433,6.2512,7.493,7.2411,10.2096
27,5,5,5,5,0.166583,5.0044,4.9968,5.0036,5.9952,7.5108
28,3.5,3.5,3.5,3.83333,0.057524,3.8305,3.8252,3.8308,4.6694,5.9476
29,5.5,6.5,6.66667,7.70833,2.34486,7.9027,7.8366,9.1855,8.0362,11.9722
30,3.5,3.83333,4,4.25,0.075084,4.2452,4.4266,5.0654,5.952,7.1894
