Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,9.18333,9.54444,9.71111,Inf,Inf,10.2715,10.2922,10.3666,12.1495,16.9156
1,10,10,10,10,3.55933,10,10,10,12.328,15.4044
2,7,7.5,8,8,0.251927,8,8,8,9.7518,15.0088
3,7.5,7.5,7.5,7.5,0.388614,7.5058,7.5126,7.5018,8.415,10.477
4,12,12,12,13,0.460616,13,13,13.4848,15.5012,20.8444
5,10,10.5,11,11,0.73136,11,11,11.5036,13.0426,17.9248
6,10,10,10,11,0.98948,11,11,11,11.4907,17.464
7,7,7,7,7.5,0.143934,7.499,7.493,7.516,10.0398,12.7776
8,8,10,10,10.25,1366.45,10.5092,10.5046,10.8258,14.1066,18.2962
9,11,11.5,12,12.75,10.4612,12.7418,12.7432,12.7526,16.4914,21.2344
10,9,9,9.66667,10.5,26.4051,10.8458,10.8463,10.8309,12.2007,18.125
11,7.5,7.83333,8.16667,9.16667,0.154915,9.16667,9.16667,9.16667,10.9886,15.4914
12,10,10,10,10.5833,5.60855,10.5747,10.574,10.5626,11.5801,17.5074
13,8.5,8.5,8.5,8.5,0.1125,8.5,8.5,8.5,9.5,15.405
14,5.5,5.5,5.5,5.5,0.069112,5.5,5.5,6.7402,8.0042,10.6706
15,9.5,9.5,10,10.5,0.780146,10.5072,10.5014,10.5018,11.0092,16.1812
16,6,6,6,7,0.088991,6.9968,6.9954,7.0042,8.0782,13.2112
17,9,9,9,9,0.288181,8.9994,9.0008,8.9882,8.9942,13.2456
18,10,10,10,10.5,6.80134,10.4982,10.4936,10.504,13.5936,17.5404
19,11,11,11,11,0.499081,11,11,11,12.247,17.3312
20,12.5,13.5,13.5,13.5,5.98221,13.505,13.496,13.503,15.9604,22.754
21,7,7,7,7,1.14125,7.0086,7.01,6.9898,8.8378,10.3964
22,9,9,9,10,4.33741,10,10,10,11.7516,17.4664
23,11.5,13.5,14.5,14.75,32.4336,14.7644,14.7504,14.7596,17.7272,24.4068
24,10.5,11.5,12.5,Inf,Inf,14.6868,15.5194,14.584,16.7309,23.3096
25,12.5,12.5,12.5,12.5,0.257112,12.5,12.5,12.5,13.9326,17.26
26,7,7,7,Inf,Inf,9.7518,9,9.3348,10.9056,16.073
27,10,10,10,11.5,83.9009,11.5846,11.6758,12.1774,14.0294,19.0364
28,13,14,14,14.5,0.897762,14.5008,14.984,14.51,18.2413,23.4564
29,8.5,10.5,10.5,10.5,0.27655,10.5,10.5,10.7493,11.5,17.619
30,5.5,5.5,5.5,5.5,0.137527,5.4998,5.498,5.506,7.5042,11.5486
