Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,2.81667,2.86111,2.87778,2.87778,0.0165784,2.87781,2.87786,2.88993,2.96106,4.10801
1,1,1,1,1,0.010568,1,1,1,1,1.1772
2,1,1,1,1,0.006414,1,1,1,1,2.15
3,2.5,2.5,2.5,2.5,0.019676,2.5102,2.497,2.4948,2.4908,3.7354
4,2.5,2.5,2.5,2.5,0.023029,2.4996,2.5054,2.5068,2.6912,4.2198
5,4,4,4,4,0.009753,4,4,4,4,4.9496
6,3,3,3,3,0.0067,3,3,3,3,5.8638
7,3,3,3,3,0.012737,3,3,3,3,4.0782
8,3,3,3,3,0.015753,3.0012,2.992,3.0112,3.4678,4.2828
9,2,2.5,3,3,0.013134,3,3,3.3332,3.3388,4.2566
10,3.5,3.5,3.5,3.5,0.016892,3.5,3.5,3.5,3.5,4.9744
11,3,3,3,3,0.027759,3,3,3,3.2483,4.7394
12,0.5,0.5,0.5,0.5,0.010213,0.5,0.5,0.5,0.5,0.5004
13,4,4,4,4,0.021995,4,4,4,4,6.325
14,3.5,3.5,3.5,3.5,0.018064,3.4944,3.503,3.494,3.4846,4.1798
15,3.5,3.5,3.5,3.5,0.020396,3.5022,3.4924,3.504,3.5004,4.4316
16,1,1,1,1,0.007046,1.0064,1.0014,1.001,0.9984,1.0382
17,2,2,2,2,0.013134,2,2,2,2.3372,3.3244
18,3.5,3.5,3.5,3.5,0.027002,3.5092,3.4972,3.4964,3.5136,5.6032
19,3,3,3,3,0.00814,3.0012,2.9982,3.0046,3.006,3.4382
20,3.5,3.5,3.5,3.5,0.008475,3.492,3.5018,3.4942,3.5038,3.928
21,3,3,3,3,0.014252,2.989,3.0042,2.9984,3.0116,3.8852
22,4,4.33333,4.33333,4.33333,0.023293,4.334,4.3374,4.351,4.5059,6.1222
23,3,3,3,3,0.028524,2.988,2.999,3,3,3.4884
24,4,4,4,4,0.050668,4,4,4,4.2428,6.3344
25,2,2,2,2,0.009042,2,2,2,2.5064,3.3214
26,3.5,3.5,3.5,3.5,0.008026,3.5,3.5,3.5,3.5,5.769
27,3,3,3,3,0.021787,3,3,3,3,3.527
28,3,3,3,3,0.016767,3,3,3,3,4.6924
29,4,4,4,4,0.017452,4.0018,3.9958,4.0036,3.9902,5.4498
30,2,2.5,2.5,2.5,0.010662,2.505,2.511,2.5046,2.494,3.4544
