Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,4.69444,4.97222,5.09444,5.58009,0.0936938,5.67887,5.64417,5.75258,6.49613,8.22007
1,3.5,4,4,4.33333,0.071999,4.503,4.5102,4.4922,5.0189,7.2646
2,6.5,7,7.5,8,0.061965,7.9998,7.9916,8.0212,9.6044,11.8694
3,5.5,5.5,5.5,5.66667,0.060841,5.739,5.6707,5.6838,6.5975,8.2788
4,6,6,6,7.75,0.434898,8.5475,8.5285,8.7571,9.4524,12.416
5,2,2,2,3,0.015057,3,3,3,3,4.0268
6,4.16667,4.5,4.66667,4.66667,0.015583,4.66307,4.66487,4.66507,4.67007,6.3538
7,5,6,6.16667,6.16667,0.041361,6.1716,6.1808,6.1604,6.277,8.8272
8,7,7.33333,7.33333,8.75,0.245283,8.9802,8.9956,9.0072,10.6752,12.28
9,4.5,4.5,4.5,4.75,0.03574,4.7466,4.757,4.747,5.5794,7.1248
10,5,5,5.66667,6,0.084589,6.007,5.9942,6.4934,7.1779,8.4676
11,5,5,5,5.91667,0.233814,6.0113,6.0082,6.0027,7.5722,8.6986
12,4,4.5,5,5.16667,0.050599,5.2368,5.2535,5.2553,6.7994,7.9154
13,6.16667,7.16667,7.66667,7.66667,0.032253,7.759,7.7504,7.6772,7.7398,10.385
14,4.5,4.5,4.66667,5.5,0.026091,5.4912,5.5042,5.5122,5.5106,8.4654
15,2,2,2,2,0.010395,2,2,2,2,2.2076
16,3.5,3.5,3.5,4,0.014934,4.0076,4.014,3.9842,4.4992,5.762
17,5,5.5,6,6,0.123085,6,6,6.2047,7.294,9.5994
18,5.5,6.16667,6.16667,6.66667,0.182308,6.8372,6.6644,6.6644,7.3448,9.9814
19,3,3,3,3.25,0.026637,3.2404,3.2504,3.2422,3.4982,4.9616
20,4.5,5.16667,5.5,5.625,0.080907,5.6366,5.6027,6.3682,6.478,8.7154
21,5,5.33333,5.5,6.33333,0.316475,6.3414,6.3615,6.3515,7.3405,9.1474
22,5,5,5,5,0.037269,4.9908,4.9986,4.9972,7.7014,7.9288
23,5,5,5,5.25,0.035541,5.2502,5.249,5.4179,6.7205,7.898
24,4.5,4.5,4.5,4.83333,0.057506,4.94967,4.96947,4.98113,7.0372,7.9266
25,5,5,5,6.11111,0.146428,6.2751,6.4202,6.6936,7.2542,8.4538
26,6,7,7,7.5,0.052612,7.5,7.5,8.16667,8.3926,12.0036
27,5.5,5.5,5.5,7,0.088548,6.9832,6.9886,7.0128,8.008,10.0662
28,5,6,6,7,0.171921,8,7,7.5,7.5,10.1356
29,5.5,5.5,5.5,5.5,0.035123,5.4952,5.503,5.5094,6.1302,7.1824
30,2,2,2,2,0.021051,2.0026,1.9936,2.0086,2.0102,2.2588
