Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,2.88333,2.95556,2.98889,3.10787,0.0131181,3.11238,3.1274,3.13909,3.50854,4.62243
1,1,1,1,1,0.004662,1,1,1,2,1.6236
2,1,1,1,1,0.00546817,1,1,1,1,1.3408
3,4.5,4.5,4.5,4.875,0.0468164,4.9586,5.0013,5.0115,5.7681,7.0052
4,3,3,3,3,0.0112248,3,3,3,3.492,4.3722
5,3,3.5,4,4,0.00953442,4,4,4,4,5.6994
6,3,3,3,3.5,0.00539334,3.5,3.5,3.5,4,6.2166
7,0.5,0.5,0.5,0.5,0.00430458,0.5,0.5,0.5,0.5,0.5366
8,2.5,2.5,2.5,2.5,0.00678607,2.5124,2.5074,2.5027,2.5066,3.2236
9,2.5,2.5,2.5,2.5,0.0134378,2.5116,2.502,2.5064,2.726,3.8854
10,2.5,2.5,2.5,2.5,0.00791103,2.498,2.5062,2.492,3.01,3.8854
11,5,5.66667,5.66667,6,0.075543,5.9967,6.1632,6.1692,6.5035,9.0274
12,3,3,3,3,0.00441823,3,3,3,3,4.2566
13,1.5,1.5,1.5,1.5,0.00636815,1.5,1.5,1.5,1.5808,1.8592
14,3,3,3,3.5,0.00315119,3.5,3.5,3.5,3.7538,5.4176
15,3,3,3,3,0.00806125,3,3,3,3.2558,4.6352
16,4,4.5,5,5.25,0.0145278,5.2532,5.2502,5.2538,6,7.7272
17,3,3,3,3,0.0268871,2.9912,3.0114,3.0014,3.832,3.7014
18,2.5,2.5,2.5,2.5,0.00967655,2.4978,2.503,2.844,3.8422,4.437
19,4,4,4,4,0.00676981,4,4,4,4.3254,5.6058
20,1.5,1.5,1.5,2,0.00862176,1.9868,2.0028,1.9914,2.0038,2.8506
21,1,1,1,1,0.00404696,1,1,1,1,2.1746
22,4.5,4.5,4.5,4.5,0.0186062,4.482,4.5046,4.4974,5.0827,5.916
23,3,3,3,3.25,0.00970737,3.2432,3.4956,3.5034,4.499,5.4346
24,5,5.5,5.5,5.5,0.0232739,5.4892,5.5088,5.5114,6,8.5714
25,2,2,2,2.16667,0.0111409,2.1663,2.1679,2.1715,2.6578,3.3458
26,4,4,4,4,0.00715995,3.9926,4.0018,4.0048,4.346,5.9204
27,4.5,4.5,4.5,4.5,0.00539477,4.4911,4.4999,4.4978,4.6645,6.9168
28,3,3,3,3,0.00779255,2.9878,2.9916,3.0174,2.991,3.9206
29,3,3,3,3.25,0.0152165,3.2475,3.2517,3.2516,3.5813,5.3262
30,2.5,2.5,2.5,2.94444,0.01164,3.06533,2.95273,2.94487,3.3338,3.8398
