Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,4.47222,4.56667,4.60556,4.65556,0.0533664,4.65418,4.66237,4.68063,5.14204,6.94312
1,5,5,5,5,0.034766,5,5,5,5.2422,7.037
2,4,4.33333,4.5,4.5,0.034249,4.504,4.4962,4.5116,4.8771,8.761
3,6.16667,6.16667,6.16667,6.16667,0.053391,6.1726,6.1488,6.1778,6.7576,7.7592
4,5.5,6,6.5,6.5,0.048551,6.5,6.5,6.5,7.5,9.324
5,5,5,5,5,0.060631,5,5,5,5.614,7.5164
6,4,4,4,4,0.025925,4,4,4,5.0393,7.2876
7,4.5,4.5,4.5,4.5,0.034419,4.4862,4.5028,4.489,4.8384,5.6186
8,4.5,4.83333,5,5.25,0.064998,5.2459,5.2437,5.2517,5.2538,8.108
9,2,2,2,2,0.023587,2,2,2,2.5,2.962
10,6,6,6,6,0.03448,6,6,6,6.124,7.9658
11,5,5,5,5,0.023901,4.9892,4.9858,5.0084,5.0008,7.5056
12,4.5,4.5,4.5,4.5,0.029147,4.492,4.4958,4.4976,4.498,6.3594
13,6,6.33333,6.5,6.5,0.058075,6.4958,6.4974,6.4972,7.5014,9.7384
14,6,6,6,6.75,0.118476,6.7523,7,7,7,11.4796
15,1.5,1.5,1.5,1.5,0.017183,1.501,1.4896,1.5204,1.4973,1.548
16,4.5,5.5,5.5,5.5,0.033029,5.5,5.5,5.5,5.5,8.1586
17,3.5,3.5,3.5,3.5,0.129415,3.5,3.5086,3.4936,4.503,5.2968
18,4,4,4,4,0.053124,3.9908,3.9998,3.9828,4.8326,6.3984
19,3.5,3.5,3.5,3.5,0.057687,3.4969,3.4938,3.5031,4.0048,4.8
20,5,5,5,5,0.0571,5,5,5,6.7554,8.3852
21,7,7,7,7,0.03224,7,7,7,7,11.9384
22,5.5,5.5,5.5,5.5,0.183247,5.5018,5.5075,5.4991,7.1467,8.2236
23,6.5,6.5,6.5,6.5,0.052621,6.5,6.5,6.5,6.9986,7.8428
24,5.5,5.83333,6,6,0.114696,5.9972,5.9944,5.9998,6.528,7.6356
25,5.5,5.5,5.5,5.5,0.070765,5.5,5.5,5.5,5.5,8.6592
26,3.5,3.5,3.5,3.5,0.027513,3.5,3.5,3.5,4.5,5.4204
27,2.5,2.5,2.5,2.5,0.015045,2.502,2.508,2.4984,2.5106,3.1804
28,1,1,1,1,0.016648,1,1,1,1,1.7002
29,4.5,4.5,4.5,4.5,0.07553,4.5,4.5,4.5,4.7537,7.199
30,2.5,2.5,2.5,3,0.020552,2.9978,2.999,3.4884,3.484,4.4844
