Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,3.6,3.7,3.72222,3.88889,0.0441725,3.88785,3.89767,3.89777,4.31725,5.53383
1,4,4,4,4.25,0.041119,4.2468,4.2397,4.2585,5.0002,5.9324
2,4,4,4,4,0.028231,4,4,4,4.246,5.9398
3,6,6,6,6.25,0.047779,6.2494,6.2461,6.2531,7.1382,9.4012
4,3,3,3.5,3.5,0.009281,3.5004,3.5056,3.4992,3.482,5.3076
5,0.5,0.5,0.5,0.5,0.011348,0.5,0.5,0.5,0.5,0.5282
6,4.5,4.5,4.5,4.5,0.015917,4.5,4.5,4.5,4.5,6.6596
7,2,2,2,2,0.021086,2,2,2,2,2.3634
8,3.5,3.5,3.5,4.25,0.036704,4.243,4.5024,4.4934,4.5226,6.4314
9,4.5,4.5,4.5,4.5,0.010546,4.5,4.5,4.5,4.5,5.5012
10,4.5,4.5,4.5,4.5,0.04668,4.5032,4.4974,4.4888,5.2595,6.5928
11,2.5,3.5,3.5,3.5,0.018608,3.5124,3.5004,3.5126,3.4984,5.1672
12,2,2,2,2,0.024785,1.9982,2.0034,2.0198,1.994,2.4326
13,2,2,2,3,0.04138,3,3,3,3,3.912
14,3,3,3,3,0.018216,2.986,2.9932,3.0038,3.1668,3.4736
15,5.5,5.5,5.5,5.5,0.380584,5.4976,5.5176,5.4924,5.5,6.8808
16,5,5,5,5.25,0.033138,5.2508,5.2518,5.2509,6.5032,7.8404
17,4.5,4.83333,5,5,0.034126,4.9916,4.9948,5.0022,6.0012,6.6154
18,4,4,4,5,0.035599,5,5,5,5.494,7.579
19,5,5,5,5.16667,0.034636,5.1622,5.1754,5.1656,5.3962,7.6648
20,3.5,3.5,3.5,3.5,0.013091,3.5,3.5,3.5,4.5,4.8426
21,4,4,4,4,0.012536,4,4,4,6,5.7088
22,4.5,4.5,4.5,4.5,0.010767,4.5053,4.5018,4.5053,5.1613,7.1222
23,3.5,3.5,3.5,3.5,0.033394,3.4962,3.5008,3.4866,3.9264,4.967
24,4,4,4,4.5,0.017525,4.5,4.5,4.5,5.5,6.4962
25,3.5,3.5,3.5,3.5,0.032827,3.5072,3.5002,3.4964,4.4872,5.7128
26,4,4,4,4,0.011543,4,4,4,4,5.0998
27,3,3.66667,3.66667,4,0.052234,3.985,4.0096,4.0086,4.4954,5.6028
28,3,3,3,3,0.010744,3.0024,2.994,2.9974,3.0004,3.5978
29,3,4,4,4.5,0.227004,4.4978,4.496,4.4984,4.7446,7.4242
30,2,2,2,2,0.013748,2,2,2,2,3.2174
