Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,2.28889,2.3,2.3,2.30833,0.0127225,2.30815,2.30832,2.30889,2.42849,3.22759
1,3,3,3,3,0.014918,3,3,3,3,4.4052
2,1.5,1.5,1.5,1.5,0.010141,1.5008,1.5124,1.5034,1.4974,2.3984
3,3.5,3.5,3.5,3.5,0.009609,3.5046,3.4886,3.516,3.5072,4.2938
4,3,3,3,3,0.011944,2.9962,2.9974,3.0114,3.0022,3.9354
5,3,3,3,3,0.004798,3,3,3,3,3.7816
6,3,3,3,3,0.008997,3,3,3,4,5.0432
7,0.5,0.5,0.5,0.5,0.005238,0.5,0.5,0.5,0.5,0.52
8,2,2,2,2,0.007721,2,2,2,2,2.7992
9,1,1,1,1,0.006033,1,1,1,1,1.404
10,1,1,1,1,0.005452,1,1,1,1,1.3148
11,1.5,1.5,1.5,1.5,0.013163,1.5087,1.5008,1.494,1.5054,1.9316
12,2,2,2,2,0.007352,2,2,2,2,3.7102
13,4,4,4,4,0.013193,4,4,4,4,5.207
14,4,4,4,4,0.020676,4,4,4,4,6.0788
15,4,4,4,4,0.029346,4,4,4,4,5.6046
16,3.5,3.5,3.5,3.5,0.008722,3.5004,3.5012,3.5052,3.4986,5.0622
17,2,2,2,2,0.00761,2,2,2,2,2.4166
18,3.5,3.5,3.5,3.5,0.010629,3.5,3.5,3.5,3.8262,4.6296
19,2,2.33333,2.33333,2.33333,0.033607,2.3242,2.3344,2.326,2.8376,3.6906
20,2,2,2,2,0.015145,2,2,2,2,2.3164
21,4,4,4,4,0.010527,4,4,4,4,5.5636
22,0,0,0,0,0.005345,0,0,0,0,0
23,2.5,2.5,2.5,2.5,0.003204,2.5,2.5,2.5,2.5,3.2272
24,2.5,2.5,2.5,2.5,0.00864,2.4936,2.4918,2.5026,2.5,2.8978
25,1,1,1,1.25,0.013161,1.2544,1.2522,1.2555,2.0136,2.11
26,1,1,1,1,0.006779,1,1,1,1,1.1424
27,2.5,2.5,2.5,2.5,0.035732,2.5,2.5,2.5,3.5,3.8752
28,1.66667,1.66667,1.66667,1.66667,0.020919,1.6616,1.6708,1.6526,1.6664,1.734
29,2.5,2.5,2.5,2.5,0.015028,2.5,2.5,2.5,2.5,4.3082
30,1,1,1,1,0.018046,1,1,1,1,1.4262
