Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,1.63889,1.66111,1.66111,1.70278,0.0123006,1.70324,1.70169,1.70515,1.81985,2.33945
1,1.5,1.5,1.5,1.5,0.132647,1.5,1.5,1.5,1.5,1.6574
2,1,1,1,1,0.006445,0.999,1.003,1.0014,1.0014,1.09
3,1.5,1.5,1.5,1.5,0.002483,1.5,1.5,1.5,1.5,1.6968
4,2.16667,2.16667,2.16667,2.16667,0.008706,2.16667,2.16667,2.16667,2.16667,2.8084
5,2,2,2,2.25,0.00734,2.2495,2.2492,2.2518,2.4968,3.427
6,0.5,0.5,0.5,0.5,0.004031,0.5,0.5,0.5,0.5,0.5384
7,2.5,2.5,2.5,2.5,0.010698,2.4892,2.5071,2.5076,2.5007,3.4134
8,1,1.33333,1.33333,1.41667,0.008711,1.4184,1.408,1.4193,1.4972,2.141
9,1,1,1,1,0.0046,1.0054,1.0044,1.0108,0.9986,1.035
10,2.5,2.5,2.5,2.5,0.00765,2.5026,2.493,2.508,2.4928,3.3664
11,1,1,1,1,0.008064,0.9988,0.9936,1.0126,1.1738,1.0284
12,3,3,3,3,0.012291,3,3,3,3,4.4946
13,1,1,1,1,0.009358,1,1,1,1,1.2732
14,1.5,1.5,1.5,1.5,0.007758,1.5042,1.5009,1.4976,1.8341,2.245
15,1,1,1,1,0.004669,1,1,1,1,1.1676
16,2.5,2.5,2.5,2.5,0.014823,2.4976,2.5072,2.5064,2.588,3.2064
17,3,3,3,3,0.006597,3.001,2.9902,3.0056,3.0092,3.6512
18,1.5,1.5,1.5,1.5,0.007555,1.4999,1.4906,1.5055,1.6721,1.927
19,1.5,1.5,1.5,1.5,0.002783,1.5,1.5,1.5,1.5,1.776
20,1.5,1.5,1.5,1.5,0.010803,1.5,1.5,1.5,1.5,2.4422
21,1,1,1,1,0.005036,1,1,1,1,1.274
22,2,2,2,2,0.004901,2,2,2,3,3.1186
23,2,2,2,2,0.020253,2,2,2,2.3353,3.481
24,2.5,2.5,2.5,2.5,0.007624,2.5,2.5,2.5,2.7565,3.3646
25,1,1.33333,1.33333,1.41667,0.011833,1.4298,1.4074,1.425,1.4812,2.3934
26,2,2,2,2,0.007156,2,2,2,2,2.5298
27,2,2,2,2.83333,0.011658,2.83333,2.83547,2.83787,3.587,4.4046
28,1,1,1,1,0.00772,1,1,1,1,1.2682
29,1,1,1,1,0.008071,1,1,1,1,1.5202
30,1.5,1.5,1.5,1.5,0.006755,1.5017,1.4941,1.4984,1.504,2.4438
