Rows,b,b_1,b_2,opt,time,EG,EM,ERI,L,Rand.
Average,7.2,7.41667,7.54444,7.84722,5.84672,7.96738,7.93326,8.06705,9.32225,13.4381
1,7,7.66667,8.33333,9,0.504327,9,9,9.5058,10.0086,17.1548
2,6,6,6.33333,6.66667,0.246915,6.665,6.678,7.4358,7.9168,11.2424
3,6,6,6,6,0.038673,6,6,6,6,9.6784
4,7.5,8.16667,8.5,8.5,0.358594,9.0239,8.5104,8.5014,11.5194,15.358
5,5.5,5.5,5.5,6,0.125612,5.996,5.9978,6.0015,5.998,11.066
6,8,8.66667,9,9,1.4654,9.1711,9,9.1685,10.6625,16.6526
7,10,10,10,10.25,43.9485,10.5052,10.2378,10.2465,12.8546,18.0114
8,10.5,10.5,10.5,11.5,0.383636,12.5036,11.504,12.5002,12.6734,21.4012
9,6.5,6.5,6.5,7,0.053147,6.9782,7.0046,7.002,7.5038,10.7166
10,6,6,6,6,0.047314,5.9954,6.0124,6.012,8.0096,11.0122
11,8,9,9,9,3.38629,9,9,9,12.1035,15.2234
12,4,4.33333,4.5,4.5,1.03003,4.5042,4.4946,4.5052,4.5062,8.1174
13,6,6,6,6.91667,2.35028,6.9114,6.985,7.5,9.5842,12.1824
14,5.5,5.5,5.5,6,0.065185,5.9992,5.9992,6.0046,6.5076,9.125
15,8.5,8.5,9.5,10,0.953015,10.2605,10.2323,10.0034,12.0154,17.7006
16,6,6,6,7,4.80046,7.4784,8.012,7.9924,8.918,11.1576
17,8,8,8,8,0.110246,7.9948,8.0084,8.0014,9.4048,12.9444
18,8.5,9.5,9.5,9.5,0.442383,9.5044,9.4938,9.9964,10.4904,14.5866
19,3.5,4,4.5,4.5,1.275,4.5,4.5,4.5,5.3827,7.6474
20,8,8,8,8,0.506493,8,8,8,11.0887,13.0656
21,7,7,7,7,0.169531,7,7,7,9.7795,13.5962
22,9,9,9,10.1667,17.3433,10.4188,11.2616,11.2484,11.6672,16.2774
23,7.5,8.5,8.5,8.5,0.619317,8.4974,8.5094,9.2461,9.68,15.9816
24,6.5,6.5,6.5,7,0.100394,7.513,6.9912,7.0048,8.325,11.8074
25,8.5,8.5,8.5,8.5,0.092359,8.4976,8.5082,8.5094,8.82,12.862
26,9,9.33333,9.5,9.91667,93.9589,10.0842,10.0908,10.1044,13.1815,17.966
27,8,8,8,8.5,0.174914,8.5144,8.4812,8.5148,9.3322,15.3068
28,8,8,8,8,0.694769,8,8,8,9,13.2962
29,9.5,9.5,9.5,9.5,0.083493,9.5046,9.4852,9.5066,10.9744,15.0546
30,4,4.33333,4.66667,5,0.073178,5,5,5,5.7594,6.9518
