Rows,b,b_1,b_2,opt,time,error,EG,EM,ERI,L,Rand.
Average,3.15,3.15833,3.16111,3.15442,0.174565,1.575,3.17117,3.1723,3.16995,3.24987,4.7246
1,2.5,2.5,2.5,2.5,0.049677,1.25,2.5,2.5,2.5,2.5,3.7516
2,3,3.25,3.33333,3.5,0.473797,1.5,3.5064,3.4992,3.492,4.2487,6.6278
3,1.5,1.5,1.5,1.5,0.070385,0.75,1.489,1.4944,1.4958,1.4998,1.6994
4,3,3,3,3,0.270609,1.5,3,3,3,3,4.2526
5,3,3,3,3,0.100857,1.5,3,3,3,3,4.8904
6,4.5,4.5,4.5,4.5,0.426569,2.25,4.4974,4.501,4.495,4.506,6.4628
7,4,4,4,4,0.144515,2,4,4,4,4,6.6496
8,4,4,4,4,0.114032,2,4,4,4,4,5.6438
9,3,3,3,3,0.05562,1.5,3,3,3,3,4.8554
10,4,4,4,4,0.372638,2,4,4,4,4.4986,6.9286
11,3,3,3,3,0.086732,1.5,3,3,3,3,5.0242
12,1,1,1,1,0.049864,0.5,1,1,1,1,1.428
13,6,6,6,6,0.032678,3,6,6,6,6,10.0388
14,4.5,4.5,4.5,4.49583,0.222576,2.25,4.6242,4.6225,4.6308,4.8172,7.9292
15,2.5,2.5,2.5,2.5,0.049131,1.25,2.5,2.5,2.5,2.5,3.1278
16,5.5,5.5,5.5,5.5,0.091139,2.75,5.5,5.5,5.5,5.5,8.0384
17,1,1,1,0.929515,0.774399,0.5,0.9874,0.9996,0.9852,1.0024,1.1026
18,4.5,4.5,4.5,4.5,0.083939,2.25,4.5,4.5,4.5,4.5,6.3278
19,2,2,2,2.03465,0.306068,1,1.9972,2.0082,2.0044,2.0952,2.447
20,3,3,3,2.84706,0.307982,1.5,3.0146,3.0076,3.0078,3.0116,3.6984
21,4,4,4,4,0.077298,2,4,4,4,4.1162,6.193
22,4,4,4,4,0.263548,2,4,4,4,4.2517,5.8732
23,1,1,1,1,0.020873,0.5,1,1,1,1,1.0822
24,3.5,3.5,3.5,3.46154,0.089772,1.75,3.5098,3.5106,3.5008,3.505,4.4208
25,3,3,3,3,0.095627,1.5,3,3,3,3,4.359
26,2,2,2,1.97525,0.17516,1,2.0026,2.0066,1.9918,2.002,2.2904
27,3,3,3,2.88889,0.22787,1.5,3.0018,3.0102,3.0082,3.2788,4.8672
28,1.5,1.5,1.5,1.5,0.033208,0.75,1.5,1.5,1.5,1.5,1.911
29,3.5,3.5,3.5,3.5,0.074998,1.75,3.5048,3.5092,3.4868,3.4926,4.4994
30,3.5,3.5,3.5,3.5,0.095377,1.75,3.5,3.5,3.5,3.6704,5.3176
