Rows,b,b_1,b_2,opt,time,error,EG,EM,ERI,L,Rand.
Average,11.4611,11.9828,12.28,Inf,Inf,5.73056,13.726,13.5969,14.1107,16.9952,22.8373
1,12.5,13.5,14,Inf,Inf,6.25,15.1639,15.2046,15.7734,18.6289,24.0028
2,12.5,13,13.5,Inf,Inf,6.25,15.6602,14.4896,14.5156,18.2982,25.1822
3,12.5,12.5,12.5,Inf,Inf,6.25,15.8711,15.6286,15.7379,18.2604,23.7662
4,11.5,12.1,12.35,Inf,Inf,5.75,13.0842,13.1092,13.3251,15.6939,21.5306
5,10,10.4,10.7333,Inf,Inf,5,12.8931,12.4832,14.5951,15.2836,21.0104
6,12.5,13.5,14.0833,Inf,Inf,6.25,15.3925,15.3876,15.8967,19.9405,25.475
7,12,13,13.45,Inf,Inf,6,14.8938,14.8914,15.6614,19.3869,25.4068
8,11,11.6,12.1,Inf,Inf,5.5,14.173,14.2583,15.3569,16.197,23.3808
9,14.5,14.5,14.5,Inf,Inf,7.25,15.4972,15.0064,15.8437,19.7128,26.8304
10,11,11.5,11.8333,Inf,Inf,5.5,14.5299,14.3737,14.298,18.9578,24.4182
11,12,12.6667,13,13.1992,640.177,6,13.591,13.3384,13.3242,16.0569,23.5572
12,7.16667,7.83333,7.83333,9.22222,3481.47,3.58333,9.6266,9.21087,9.84027,11.2506,13.9166
13,11,11.1667,11.2667,Inf,Inf,5.5,12.8202,12.7451,12.9947,17.4242,22.2352
14,11,11.3333,11.5,Inf,Inf,5.5,13.6911,13.1008,13.008,17.3785,21.3018
15,10,10.4,10.8333,Inf,Inf,5,12.5952,12.5781,14.1249,16.8776,22.7316
16,11.6667,12,12.3333,Inf,Inf,5.83333,14.4058,14.3948,16.6242,18.6402,24.5906
17,9.5,9.5,9.5,Inf,Inf,4.75,9.5756,9.5305,9.5447,12.1173,16.788
18,9,9.25,9.41667,9.6722,54.7929,4.5,9.7194,9.8936,9.9574,13.0683,17.0012
19,12.5,13.8333,14.5,Inf,Inf,6.25,16.243,16.6378,17.4364,20.9541,28.96
20,12.1667,12.1667,12.1667,Inf,Inf,6.08333,13.2399,13.569,13.8625,18.3122,21.6358
21,12,12.25,12.3333,12.6875,902.03,6,13.0681,13.1806,13.4943,16.8257,20.4082
22,12,12.4,12.7,Inf,Inf,6,14.2329,13.7948,14.3633,16.5456,24.0748
23,11.5,12.75,13.3333,Inf,Inf,5.75,14.7829,14.7836,15.197,17.2415,24.7488
24,13,13.5,14,Inf,Inf,6.5,15.806,16.5468,17.5653,19.6085,26.5416
25,10.5,10.5,10.5,Inf,Inf,5.25,11.2491,11.1141,11.1662,12.7901,18.1354
26,9.66667,9.91667,10,Inf,Inf,4.83333,10.9174,10.9171,10.9534,12.8702,17.1658
27,10,10.5,11,11.7917,678.513,5,12.1935,11.82,11.849,16.9059,19.9726
28,11.1667,11.1667,11.1667,11.2072,33.1409,5.58333,11.1615,11.1597,11.1665,13.4478,20.5994
29,14.5,16,16.8,Inf,Inf,7.25,19.6461,18.9409,19.8708,21.8942,33.4856
30,13.5,14.75,15.1667,Inf,Inf,6.75,16.0561,15.818,15.9744,19.2869,26.2652
