Rows,b,b_1,b_2,opt,time,error,EG,EM,ERI,L,Rand.
Average,13.6444,14.4711,14.9122,Inf,Inf,6.82222,18.3582,18.2557,19.3207,23.099,31.0251
1,15,16.5,17.2083,Inf,Inf,7.5,20.6051,20.5522,21.4992,25.758,34.9376
2,12,13,13.4167,Inf,Inf,6,17.2611,16.9106,17.2958,21.249,30.5946
3,14.5,15.5,16.15,Inf,Inf,7.25,18.1533,18.2764,18.8958,25.6604,32.5684
4,14.5,16,16.75,Inf,Inf,7.25,20.7106,20.6515,21.6994,24.8758,35.228
5,11.5,12.25,12.8333,Inf,Inf,5.75,14.6017,14.9676,16.2962,20.2434,26.1232
6,14.5,16.5,17.55,Inf,Inf,7.25,23.057,22.9977,24.1487,27.9001,37.403
7,13,14,14.5833,Inf,Inf,6.5,19.6228,19.0713,21.1695,23.9994,33.1234
8,14,14,14,Inf,Inf,7,17.905,18.3767,19.3166,22.5404,31.4078
9,16,16.5,16.5,Inf,Inf,8,17.6877,17.2125,17.1842,25.5953,32.2354
10,14.5,16,17.15,Inf,Inf,7.25,22.5187,22.347,25.8756,26.2532,38.3694
11,13.5,13.5,13.5,Inf,Inf,6.75,17.1924,18.1063,18.6202,22.5084,30.308
12,9.5,9.83333,10.1667,Inf,Inf,4.75,12.9932,13.3852,14.5201,16.6168,21.3614
13,12,12,12,Inf,Inf,6,14.5959,14.1714,14.3362,18.2339,24.2816
14,15,15,15,Inf,Inf,7.5,18.7593,18.7486,20.2474,24.2052,30.5392
15,15,15.4,15.6667,Inf,Inf,7.5,19.2704,19.2233,20.6137,24.9115,33.3424
16,15.6667,19.1667,19.6667,Inf,Inf,7.83333,21.3596,20.816,22.7746,27.5826,36.1568
17,12.5,13.5,14.3333,Inf,Inf,6.25,19.1391,18.4264,20.8008,24.436,31.6318
18,15.5,15.8333,16.1,Inf,Inf,7.75,21.1655,22.2608,24.2233,27.0277,37.097
19,11.6667,11.9167,12.0833,Inf,Inf,5.83333,13.9213,14.4729,14.5994,18.2729,23.4682
20,16.1667,17.9167,18.875,Inf,Inf,8.08333,21.1356,20.4514,20.9462,24.502,34.5066
21,11.5,11.7,11.9167,Inf,Inf,5.75,14.9862,14.0213,14.0715,15.796,20.7288
22,15.5,15.75,16.0417,Inf,Inf,7.75,19.9194,19.2596,20.2646,26.1204,33.3652
23,13,13.8333,14.6,Inf,Inf,6.5,18.5822,18.2797,18.9485,22.7472,32.1022
24,13.6667,14.4167,14.9167,Inf,Inf,6.83333,19.1882,19.1661,19.9941,22.6652,31.8534
25,12.8333,13.5833,13.8333,Inf,Inf,6.41667,15.5651,16.1963,16.7513,18.3065,25.986
26,11.5,12,12.5,Inf,Inf,5.75,15.9514,15.9107,15.8746,19.3537,26.7806
27,11.5,11.7,11.9,Inf,Inf,5.75,15.64,14.7817,15.4917,20.5527,26.0828
28,17.1667,17.6667,17.8333,Inf,Inf,8.58333,21.4477,20.56,21.4788,27.5681,33.6216
29,14.5,16.5,17.3,Inf,Inf,7.25,21.6836,22.0582,25.0397,27.886,39.2692
30,12.1667,12.6667,12.9917,Inf,Inf,6.08333,16.1273,16.0128,16.6445,19.6011,26.28
