Rows,b,b_1,b_2,opt,time,error,EG,EM,ERI,L,Rand.
Average,7.31111,7.45556,7.51833,Inf,Inf,3.65556,8.00967,8.01419,8.09297,9.32898,13.2518
1,7.5,7.9,8.33333,9.5,851.082,3.75,9.5757,9.5517,10.5058,10.5716,17.277
2,6,6.25,6.41667,6.77778,4.96115,3,6.7644,6.7546,6.9999,8.1584,10.7842
3,6.66667,6.66667,6.66667,6.16667,0.470493,3.33333,6.683,6.654,6.6694,7.0628,10.9354
4,7.5,7.5,7.5,8.25,94.6711,3.75,9.02267,8.7327,8.7245,10.9229,14.9548
5,5.5,6,6,6.03409,0.377458,2.75,6.2617,6.2447,6.5002,6.6294,10.8832
6,8,8.5,8.8,9.14443,1014.98,4,9.5594,9.3707,9.4449,10.4643,15.9468
7,9,9.25,9.25,9.34375,84.7065,4.5,9.5442,9.6988,9.7248,12.1121,16.8058
8,10.5,10.5,10.5,10.7667,10.0243,5.25,11.1558,11.0138,11.0054,12.9661,19.9918
9,6.5,6.5,6.5,7,0.163622,3.25,7.0138,6.9934,7.0154,7.8206,11.0352
10,6.66667,6.66667,6.66667,6.66667,0.24626,3.33333,6.6636,6.6654,6.6762,8.7834,11.0574
11,8,8,8,8.54444,49.0643,4,8.5994,8.6924,8.762,11.0794,14.3374
12,3.5,4,4.23333,4.36913,19.5848,1.75,4.3752,4.3876,4.6816,4.8868,7.9232
13,6.5,6.5,6.5,7.09426,64.1051,3.25,7.1649,7.346,7.5079,9.7067,11.8106
14,6,6,6,6.47778,0.256814,3,6.4822,6.5098,6.5162,6.9894,10.2102
15,9,9.5,10,10.3472,9.22956,4.5,10.5972,10.6338,10.4956,11.737,16.8602
16,6,6,6,6.57403,32.1586,3,6.5686,6.6289,6.6153,7.9532,10.4836
17,8,8,8,8,0.79111,4,7.997,7.9908,7.9992,9.552,13.066
18,8.66667,9,9,9.14843,24.6281,4.33333,9.1692,9.1627,9.2102,10.5954,14.329
19,4.5,4.7,4.85,5.17647,2.58075,2.25,5.2416,5.2718,5.2401,5.8828,8.2634
20,8,8,8,8,1.12197,4,8.0096,8.0086,8.0924,11.2697,12.8272
21,7.5,7.5,7.5,7.83333,2.12127,3.75,8.1171,7.8399,7.8273,9.693,14.3942
22,9,9,9,9.62485,32.6285,4.5,9.843,10.564,10.56,11.371,16.3258
23,8.5,9,9,Inf,Inf,4.25,10.4108,10.3912,10.6553,11.0552,17.1448
24,6,6,6,6.625,1.20792,3,6.9972,6.7492,6.7507,7.583,10.93
25,8.66667,8.66667,8.66667,8.66667,0.818122,4.33333,8.6738,8.6732,8.677,8.8266,12.3004
26,9,9.4,9.5,9.81555,432.075,4.5,10.1826,10.2817,10.2536,13.2229,17.7496
27,8,8,8,8.17308,1.46856,4,8.4656,8.4442,8.5251,9.2461,14.8858
28,7.5,7.5,7.5,7.5,2.54859,3.75,7.4912,7.4896,7.4928,8.2965,12.4382
29,9.16667,9.16667,9.16667,9.15741,2.0993,4.58333,9.1628,9.1716,9.1642,9.9473,14.6858
30,4,4,4,4.5,0.114208,2,4.4968,4.509,4.496,5.4838,6.917
