Rows,b,b_1,b_2,opt,time,error,EG,EM,ERI,L,Rand.
Average,9.4,9.65833,9.82139,Inf,Inf,4.7,10.4656,10.4557,10.5432,12.2514,16.9636
1,10,10,10,9.94822,120.947,5,9.9966,10.0018,9.9966,12.7717,15.008
2,7,7,7,7.48276,0.408574,3.5,7.5,7.4898,7.4958,9.2468,13.5948
3,7.5,7.5,7.5,7.48775,44.7699,3.75,7.4808,7.5072,7.499,8.6924,10.5606
4,12,12,12,12.681,28.9982,6,12.8228,12.7876,13.0588,15.516,21.524
5,9.5,9.83333,10.1667,10.5928,195.67,4.75,10.9252,10.7462,10.7804,12.3988,16.8064
6,10.5,10.5,10.5,11.5,1.96426,5.25,11.5082,11.505,11.4914,12.2275,18.2658
7,8,8.25,8.41667,8.5,14.5309,4,8.506,8.5376,8.6614,10.1013,13.6964
8,8,8.75,9.25,10.0278,1309.11,4,10.3432,10.3364,10.5189,12.5974,17.372
9,10.5,11,11.25,12.3611,292.075,5.25,12.387,12.3531,12.4338,14.7612,20.9074
10,10.5,11,11.3333,Inf,Inf,5.25,12.5328,12.4574,12.5724,13.7416,20.139
11,8,8.16667,8.30833,9.1966,20.2978,4,9.17107,9.33413,9.32813,10.975,15.5504
12,10.6667,10.6667,10.6667,11.403,2338.72,5.33333,11.5963,11.4745,11.5028,13.4059,18.324
13,8.5,8.5,8.5,8.51667,19.6294,4.25,8.5104,8.4968,8.5094,9.7304,14.7618
14,7.16667,7.16667,7.16667,7.66667,172.908,3.58333,7.78467,7.64987,7.92087,10.0515,11.8966
15,9.5,9.83333,10,10.6784,3.18991,4.75,10.7668,10.737,10.7634,11.4562,15.8274
16,6.5,6.5,6.5,7.33333,10.7649,3.25,7.50557,7.3418,7.5074,8.2729,13.652
17,8,8,8,8,1.12423,4,8.0042,8.0152,7.9988,8.2767,12.1218
18,10,10,10,Inf,Inf,5,11.0504,11.0108,11.0273,13.0482,17.7366
19,11,11,11,11,106.474,5.5,11,11,11,13.0426,17.2998
20,12.5,13.1667,13.1667,Inf,Inf,6.25,13.5081,13.4992,13.9327,16.6336,22.8828
21,7,7,7,7,8.24866,3.5,6.984,6.9964,6.9992,8.3894,10.4884
22,9.5,9.5,9.5,Inf,Inf,4.75,10.2423,10.259,10.3321,12.0149,17.3274
23,11.5,12.5,13,Inf,Inf,5.75,13.9962,14.0573,14.1529,16.4258,24.9186
24,10.5,11.5,12.5,Inf,Inf,5.25,14.3152,14.8708,14.4143,16.801,23.0812
25,11.6667,11.6667,11.6667,11.6667,29.0332,5.83333,11.6734,11.6604,11.661,12.4718,16.0946
26,8,8,8,Inf,Inf,4,10.5056,9.92432,10.7035,12.8472,16.8098
27,11,11.5,11.8333,Inf,Inf,5.5,12.3704,12.4626,13.0176,14.976,20.2972
28,13,13.25,13.4167,13.9024,443.88,6.5,13.9794,14.1446,14.0154,17.4773,22.608
29,8.5,10,11,11,1.78111,4.25,11.003,11.0008,11.0028,11.6648,17.8844
30,6,6,6,6.10714,3.191,3,5.9986,6.0122,5.9974,7.5258,11.4704
