Rows,b,b_1,b_2,opt,time,error,EG,EM,ERI,L,Rand.
Average,8.49444,8.63722,8.72667,Inf,Inf,4.24722,9.16087,9.11979,9.16055,10.9881,15.3867
1,9,9.4,9.45,9.44059,3.11586,4.5,9.4964,9.4745,9.4675,11.5447,16.5188
2,13.1667,13.1667,13.1667,13.1409,34.0942,6.58333,13.3274,13.3464,13.327,15.3702,20.244
3,6.16667,6.16667,6.16667,6.1131,1.84938,3.08333,6.18027,6.14607,6.16767,7.30927,9.4776
4,8.5,8.5,8.5,Inf,Inf,4.25,10.0853,9.90145,9.9764,12.7741,18.711
5,10,10.3333,10.5,11.0333,828.473,5,11.6835,11.3742,11.3839,12.9613,19.5308
6,7,7,7,7,1.77391,3.5,6.9994,6.9878,7.2466,7.844,11.1728
7,11.5,12,12.1667,12.6438,504.062,5.75,12.9188,12.8882,13.1494,16.9156,21.643
8,8,8.5,8.83333,8.8,0.634832,4,8.9998,8.9936,8.9986,9,14.043
9,10,10.5,11,11.0721,5.31829,5,11.2338,11.2588,11.2482,14.0024,17.24
10,6,6,6,6,1.53217,3,5.996,5.9996,5.9928,8.7952,9.5754
11,12.5,12.5,12.5,12.6437,34.4531,6.25,12.7662,13.0122,12.9852,14.825,22.2778
12,10,10,10,10.1875,12.1599,5,10.1915,10.1841,10.1877,11.7161,17.0014
13,10,10,10,10.4963,48.6712,5,10.5026,10.4938,10.578,13.793,18.1178
14,7,7,7,7.36831,1668.28,3.5,7.8439,7.7555,8.1116,10.1909,13.8594
15,5.5,5.75,6.04167,6.46934,15.0909,2.75,6.511,6.4998,6.4898,7.4217,10.6182
16,9,9,9,8.92857,1.04832,4.5,8.9918,9.0006,8.9964,10.3133,13.9242
17,8.5,8.5,8.5,8.62963,4.17786,4.25,8.7954,8.8018,8.7931,9.637,13.8934
18,7,7.33333,7.66667,7.95455,1.56793,3.5,8.2412,8.1436,8.1234,8.4028,12.8594
19,4.5,4.5,4.5,4.56667,3.749,2.25,4.4752,4.497,4.4932,5.8328,9.6008
20,5.5,5.7,5.85,6,11.8233,2.75,6.0064,5.987,6.1644,7.2862,9.6756
21,11,11,11,11.2453,9.93299,5.5,11.5966,11.6004,11.5725,14.7316,19.5398
22,11,11.25,11.3333,Inf,Inf,5.5,12.1724,12.0033,12.0367,15.0699,20.3256
23,8,8,8,7.795,0.214616,4,7.9836,7.9914,8.0306,8.7263,13.6608
24,8.5,8.5,8.5,Inf,Inf,4.25,10.9351,10.375,10.3822,13.1928,19.2864
25,9.5,9.5,9.5,9.5,33.4248,4.75,9.4988,9.5034,9.4904,11.3643,15.8994
26,8.5,9.1,9.4,9.55212,216.378,4.25,9.8587,9.8367,9.8514,11.1754,17.727
27,5.5,5.75,5.95833,Inf,Inf,2.75,7.1249,7.135,7.1427,8.1158,11.9694
28,5,5,5,5.08219,7.3552,2.5,5.088,5.0826,5.0853,6.2714,8.2822
29,10,10.1667,10.2667,Inf,Inf,5,10.3184,10.317,10.3356,12.4159,17.046
30,9,9,9,9,80.2496,4.5,9.0036,9.0028,9.0082,12.6435,17.8788
