Rows,b,b_1,b_2,opt,time,error,EG,EM,ERI,L,Rand.
Average,6.31111,6.72167,6.955,7.80511,72.7021,3.15556,8.27863,8.03239,8.34675,9.49415,12.3952
1,9,9.5,9.5,10.2812,30.777,4.5,10.9608,10.6054,10.75,12.3206,17.0326
2,5.5,7.16667,8,8.05208,5.96505,2.75,8.8422,8.97,9.1416,9.245,13.4674
3,7.16667,7.83333,8.16667,8.53333,0.498899,3.58333,9.7387,8.6484,8.8524,10.7055,12.8752
4,4.5,5.16667,5.5,5.40625,0.331547,2.25,5.7905,5.7671,5.782,6.3997,8.3968
5,4,5,6,7.48611,4.89977,2,7.5582,7.5351,7.53137,7.839,11.1452
6,5,5.5,6,6.82871,56.5029,2.5,7.3377,7.0362,7.196,8.0761,10.6764
7,5.66667,5.66667,5.66667,6.02667,4.38922,2.83333,6.4567,6.1925,6.179,7.7105,9.2096
8,5.66667,5.66667,5.66667,7.07307,114.195,2.83333,7.1702,7.066,8.0455,9.5185,11.185
9,7,7.75,8.25,9.49006,496.96,3.5,10.6943,10.0942,10.3024,11.3539,15.6444
10,6.5,6.75,6.95833,7.56481,0.707878,3.25,7.7815,8.0981,8.334,8.7331,11.344
11,9,9.66667,9.66667,10.8194,55.9823,4.5,11.842,11.152,11.1344,13.7682,17.8892
12,6.66667,6.66667,6.66667,7.26389,0.814945,3.33333,7.4144,7.239,7.7828,10.0943,11.5354
13,6,7,7.33333,8.83889,323.808,3,9.8696,9.4693,10.3599,10.983,14.068
14,6.5,6.5,6.5,6.83333,0.494562,3.25,6.96068,6.9154,6.93133,7.57993,10.5546
15,5.5,6,6.5,6.70833,5.39483,2.75,7.0084,6.828,6.8498,8.3108,10.2788
16,8,8,8,9.15675,131.789,4,9.867,9.4186,9.4234,11.2561,14.6754
17,6.16667,6.66667,6.98333,7.68509,142.613,3.08333,7.97023,7.8978,8.65537,9.91803,12.667
18,5.5,5.5,5.5,5.93657,3.13089,2.75,5.98627,5.94553,6.0244,7.1148,9.4364
19,5.5,5.75,5.91667,7.57349,48.6253,2.75,7.8248,7.8256,8.5512,9.1736,12.9232
20,8.5,8.5,8.5,9.91667,139.897,4.25,10.7074,10.5682,10.6318,12.3443,16.6794
21,3.5,3.75,3.91667,4.62963,0.579645,1.75,4.6694,4.8206,5.2712,6.2646,7.0036
22,5,5.25,5.54167,6.30471,1.15219,2.5,6.6338,6.4136,6.5946,6.9992,9.2252
23,9.5,10.5,11,12.2639,67.3166,4.75,13.3331,12.5268,13.6406,14.5153,19.328
24,7.66667,7.66667,7.66667,8.85648,130.457,3.83333,9.1658,8.6844,8.8968,10.6704,12.6772
25,7.16667,7.16667,7.16667,8.20863,4.72112,3.58333,8.4397,8.3776,8.5973,9.7408,13.1948
26,3.5,3.9,4.23333,4.75741,1.51616,1.75,4.8205,4.8114,5.2811,6.1978,8.1142
27,5,5,5,5.53846,0.669909,2.5,5.9127,5.7415,5.87577,7.2895,8.6388
28,7,8,8.26667,8.95481,170.469,3.5,9.0898,8.9425,9.6539,10.3258,14.6574
29,7.66667,7.66667,7.66667,8.71154,2.68504,3.83333,9.2551,8.6943,8.6784,10.04,13.0862
30,6,6.5,6.91667,8.45301,233.718,3,9.2574,8.6865,9.4541,10.3361,14.2454
