Rows,b,b_1,b_2,opt,time,error,EG,EM,ERI,L,Rand.
Average,4.71389,4.915,4.99972,5.69928,4.55258,2.35694,5.81417,5.80246,5.88809,6.59677,8.23023
1,4,4.33333,4.33333,4.96944,0.82193,2,4.9852,5.0422,5.0681,5.7204,7.325
2,6.5,6.83333,7.16667,8.13776,2.02354,3.25,8.5235,8.3479,8.3877,9.4396,11.8666
3,5.5,5.9,6,6.78125,1.94639,2.75,6.9248,6.8836,6.8113,7.6142,9.8292
4,6.5,6.5,6.5,8.35833,9.63678,3.25,9.10813,9.06817,8.99033,9.7974,12.6242
5,3,3.2,3.41667,4,0.249485,1.5,3.99,4.0172,4.0054,4.4932,5.4686
6,4.66667,4.91667,5,5.30556,0.204312,2.33333,5.29107,5.30307,5.42067,5.49627,6.9502
7,4.5,5.3,5.5,5.92778,2.15414,2.25,6.0111,5.9665,6.00393,6.3465,8.5646
8,6.66667,6.83333,6.90833,7.73875,7.23039,3.33333,7.88407,8.04647,8.2022,9.80713,11.2904
9,4,4,4,4.6334,0.739357,2,4.64355,4.66422,4.66563,5.242,6.3622
10,5,5.5,5.83333,6.18582,2.66329,2.5,6.6113,6.2919,6.741,7.6466,9.522
11,5.16667,5.16667,5.16667,6.01437,9.27604,2.58333,6.0586,6.0592,6.0526,6.7264,8.0622
12,4,4.4,4.73333,5.5625,1.65544,2,5.6312,5.8443,5.9516,6.6396,8.213
13,5.66667,5.66667,5.66667,6.18806,1.98851,2.83333,6.3022,6.1586,6.1836,6.8688,8.6128
14,5.16667,5.36667,5.53333,6.06354,2.12112,2.58333,6.2348,6.0794,6.1421,6.7032,8.9284
15,2.91667,2.91667,2.91667,2.96667,0.048643,1.45833,2.97147,2.98987,2.96587,3.01567,3.4852
16,4.5,4.5,4.5,4.83333,0.619341,2.25,4.846,4.8316,4.8354,5.284,6.6572
17,5,5.4,5.63333,6.25139,3.77872,2.5,6.42547,6.34,6.6617,7.19743,9.4902
18,5.5,5.9,6,6.4811,4.71031,2.75,6.5676,6.4968,6.5279,7.4002,10.02
19,3,3,3,3.57692,0.263246,1.5,3.4874,3.502,3.5012,4.3472,5.1876
20,4.16667,4.41667,4.58333,5.04167,0.844108,2.08333,5.0174,5.0569,5.4994,5.7259,7.701
21,5,5.4,5.6,6.62241,25.7478,2.5,6.8982,6.87567,7.19977,7.73803,9.982
22,4.66667,4.66667,4.66667,4.85179,1.64801,2.33333,4.93737,4.8635,4.90813,6.8835,7.2004
23,5.16667,5.16667,5.16667,5.72222,0.279747,2.58333,5.658,5.657,5.651,6.2784,8.0312
24,4.5,4.5,4.5,5.01389,0.211066,2.25,5.0519,5.051,5.05633,6.7766,7.7538
25,4.66667,4.66667,4.66667,5.70719,4.73444,2.33333,5.6443,5.6094,5.6908,6.6726,8.0896
26,5.16667,6.16667,6.16667,7.17778,15.1329,2.58333,7.2551,7.32247,7.35077,7.7858,10.1798
27,5.16667,5.16667,5.16667,6.67798,29.5998,2.58333,6.85107,6.8564,7.29147,8.218,10.522
28,5.5,5.5,5.5,7.39951,3.37726,2.75,7.7322,8.0556,8.0846,8.7554,10.2938
29,4,4,4,4.62141,2.62277,2,4.726,4.6038,4.6166,5.103,6.2442
30,2.16667,2.16667,2.16667,2.16667,0.248629,1.08333,2.1562,2.189,2.1756,2.18,2.4496
