Rows,b,b_1,b_2,opt,time,error,EG,EM,ERI,L,Rand.
Average,7.53056,8.17222,8.43917,Inf,Inf,3.76528,10.3751,10.3246,10.6785,11.9647,14.9815
1,9.5,12,13.5,Inf,Inf,4.75,16.7717,16.9734,17.6858,18.6189,22.9704
2,8.5,9.66667,10.1333,Inf,Inf,4.25,12.8158,12.4834,12.862,14.2571,17.9168
3,8,9,9.5,10.9056,242.621,4,11.3778,11.0628,11.108,12.612,14.6814
4,9.5,11.1667,12,Inf,Inf,4.75,14.8852,14.693,15.3892,15.576,21.9344
5,4,4.75,5.5,Inf,Inf,2,8.3785,8.2381,9.0499,9.7032,12.52
6,4.5,4.7,4.8,5.25,5.21978,2.25,5.2488,5.2446,5.3052,6.5516,7.783
7,8.5,8.83333,9,10.3906,404.98,4.25,10.8906,10.7728,11.0204,13.0766,15.7692
8,5.66667,6.33333,6.61667,7.56507,430.205,2.83333,8.0411,7.9842,8.5465,9.3509,11.7888
9,7.5,7.83333,8.16667,Inf,Inf,3.75,11.3252,11.2428,11.3518,11.8314,16.0832
10,7,7.25,7.5,8.64129,971.772,3.5,9.1392,9.1915,9.3438,10.5158,13.3442
11,9.5,10.75,10.8333,Inf,Inf,4.75,13.3563,13.4166,14.437,15.2129,19.7636
12,7.5,8.25,8.75,Inf,Inf,3.75,10.5814,10.4066,10.6161,12.4504,15.908
13,9.5,10.75,10.8333,Inf,Inf,4.75,13.5758,14.0618,14.8775,16.0849,19.8398
14,8.5,8.5,8.5,10.0896,1223.34,4.25,10.2888,10.5918,10.6773,12.2891,14.3168
15,8,8.25,8.5,Inf,Inf,4,12.2198,10.9904,11.4088,12.6494,16.4568
16,11,13,13,14.7428,703.4,5.5,15.517,15.048,15.3956,16.6766,20.9146
17,7,7,7,8.07575,21.0616,3.5,8.0731,8.08243,8.0849,9.7761,12.3956
18,6,6,6,7.66667,2.11963,3,8.0435,7.739,8.1418,9.0084,11.6554
19,9,9.66667,9.83333,11.4989,632.827,4.5,12.365,12.5345,12.4014,14.5546,17.8792
20,5,5.33333,5.5,6.67097,8.03842,2.5,7.3236,7.4076,7.8364,8.526,10.5074
21,6.5,6.5,6.5,7.81611,11.7354,3.25,7.9594,7.93503,8.17447,9.3888,11.6686
22,8,8,8,8.80295,3.4736,4,9.10693,8.85543,8.9982,9.80793,14.265
23,6.5,6.5,6.5,7.2679,1.88053,3.25,7.283,7.8516,7.8715,9.65,10.7872
24,7,7.5,7.66667,9.10701,19.6855,3.5,9.4818,9.3006,9.6232,10.804,13.5568
25,6.66667,7.06667,7.31667,7.63842,51.2005,3.33333,7.755,7.7255,8.4647,9.9477,11.9392
26,7,7.33333,7.66667,9.43126,73.6392,3.5,10.1344,10.7581,10.5317,12.7962,15.2514
27,7,7.5,7.95833,8.92593,29.662,3.5,9.3408,9.1254,9.3006,11.0526,13.8592
28,8.5,10,10,11.438,523.836,4.25,12.2355,12.1736,13.1568,14.3306,17.852
29,6.91667,7.16667,7.33333,8.18804,2116.68,3.45833,8.3446,8.3614,8.8677,10.1433,12.2998
30,8.16667,8.56667,8.76667,9.32483,18.1254,4.08333,9.3928,9.4846,9.8272,11.6966,13.5384
